Cruise	Station	Type	Time	Latitude [Deg.north]	Longitude [Deg. East]	bottom depth [m]	CTD number	Bottle number	Pressure [db]	Depth [m]	Temperature [Deg. Celcius]	Potential temperature [Deg. Celcius]	Salinity	Potential density [kg m-3]	Oxygen CTD raw [micromol L-1]	Fluorescence wetlabs [RFU]	Beam attenuation [m-1]	CDOM wetlabs [microgram L-1]	PAR [micromol m-2 d-1]	SPAR [micromol m-2 d-1]	O2winkler[micromol L-1]	QF O2winkler	oxygen CTD cal [micromol L-1]	Fluorescence ECO [RFU]	bbp [m-1]	cp [m-1]	POC [micromol L-]	QF POC	PON [micromol L-1]	QF PON	Bacteria Abundance [cell/mL]	QF BA	% HNA	QF %HNA	Syne Abundance [cell/ml]	QF SA	Nano Abundance [cell/mL]	QF NA	Pico Abundance [cell/mL]	QF PA	Proc Abundance [cell/mL]	QF ProA	PO4 [microM]	Q PO4	Si(OH)4 [microM]	QSi(OH)4	NO2 [microM]	QNO2	NO3 [microM]	QNO3	Chlorophyll c3	Chlc3-QA	Chlorophyll c1+c2+MgDVP	Chlc2-QA	Sum Chlorophyllide_a	Chlda-QA	Peridinin	Peri-QA	Sum_Phaeophorbid_a	Phda-QA	19'-Butanoyloxyfucoxanthin	But-QA	Fucoxanthin	Fuco-QA	Neoxanthin	Neo-QA	Prasinoxanthin	Pras-QA	Violaxanthin	Viola-QA	19'-Hexanoyloxyfucoxanthin	Hex-QA	Diadinoxanthin	Diadino-QA	Antheraxanthin	Anthera-QA	Alloxanthin	Allo-QA	Diatoxanthin	Diato-QA	Zeaxanthin	Zea-QA	Lutein	Lut-QA	Bacteriochlorophyll a	Bchla-QA	Divinyl Chlorophyll b	DVChlb-QA	Chlorophyll b	Chlb-QA	TChlb	TChlb-QA	Divinyl Chlorophyll a	DVChla-QA	Chlorophyll a	Chla-QA	Total Chlorophyll a	Tchla-QA	Sum Phaeophytin a	Phytna-QA	Sum Carotenes	Tcar-QA	AT [µmol/kg]	QF AT	CT [µmol/kg]	QF DIC
SOCLIM	TNS08	B	2016-10-24T10:26:33	-49.46324	72.24162	1014	15	6	504.518	499.609	2.3025	2.2731	34.4696	27.5247	179.826	0.0195	0.5587	246.1941	9.13E-03	8.34E+02	191.514927	1	190.876	0.005	3.61E-04	1.77E-02	0.5	1	0.12	1	1.19E+05	1	62.5	1	4.06E+00	1	2.70E+00	1	1.35E+00	1	0.00E+00	6	2.4	1	70.02	1	0.02	1	36.42	1	LOD	0	0.0003	0	LOD	0	LOD	0	0.0023	0	LOD	0	0.002	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0022	0	0.0022	0	LOD	0	LOD	0	2324	1	2248	1
SOCLIM	TNS08	B	2016-10-24T10:29:21	-49.4632	72.24161	1014	15	7	403.252	399.425	2.2353	2.2124	34.394	27.4692	191.633	0.0248	0.5574	91.013	7.13E-03	8.18E+02	202.8907542	1	202.683	0.007	2.75E-04	1.39E-02		9		9		9		9		9		9		9		9	2.39	1	63.82	1	0.02	1	36.41	1																																																					2316.1	1	2236	1
SOCLIM	TNS08	B	2016-10-24T10:34:26	-49.4632	72.24158	1014	15	8	302.913	300.111	2.1235	2.1069	34.292	27.396	211.213	0.0182	0.5576	8.5681	5.99E-03	8.16E+02	223.1590239	1	222.263	0.005	3.04E-04	1.45E-02		9		9		9		9		9		9		9		9	2.35	1	55.38	1	0.02	1	35.94	1																																																					2310	1	2226.4	1
SOCLIM	TNS08	B	2016-10-24T10:36:43	-49.4632	72.24154	1014	15	9	251.322	249.028	2.0188	2.0054	34.2092	27.3376	230.1	0.0153	0.5585	12.3828	8.45E-03	7.53E+02	240.5097429	1	241.15	0.005	3.32E-04	1.51E-02	0.99	1	0.19	1	1.59E+05	1	64.6	1	8.11E+00	1	1.76E+01	1	2.70E+00	1	0.00E+00	6	2.29	1	48.77	1	0.02	1	35.02	1	0.0007	0	0.001	0	LOD	0	LOD	0	0.0129	0	0.0008	0	0.005	2	LOD	0	LOD	0	LOD	2	0.0004	0	0.0008	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0107	0	0.0107	0	0.0068	0	0.0008	0	2303.8	1	2216.1	1
SOCLIM	TNS08	B	2016-10-24T10:39:07	-49.46319	72.24158	1014	15	10	199.818	198.019	1.8787	1.8684	34.068	27.235	268.995	0.0225	0.5576	113.7201	1.64E-02	6.75E+02	282.2224122	1	280.045	0.007	2.99E-04	1.40E-02	1.08	1	0.23	1	2.12E+05	1	60.2	1	4.60E+01	1	4.06E+01	1	3.92E+01	1	0.00E+00	6	2.15	1	35.32	1	0.03	1	33.02	1	0.0022	0	0.0027	0	LOD	0	LOD	0	0.0147	0	0.0016	0	0.0136	0	LOD	0	LOD	0	LOD	0	0.0011	0	0.0019	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0271	0	0.0271	0	0.0105	0	0.0014	0	2292.9	1	2192.3	1
SOCLIM	TNS08	B	2016-10-24T10:41:29	-49.4632	72.24156	1014	15	11	151.152	149.809	1.8236	1.8159	33.9642	27.1558	305.431	0.0308	0.5587	9.8679	5.49E-02	7.30E+02	317.2820118	1	316.481	0.026	3.64E-04	1.61E-02	1.63	1	0.35	1	2.83E+05	1	60.2	1	8.52E+01	1	7.98E+01	1	1.91E+02	1	0.00E+00	6	2.03	1	26.21	1	0.14	1	30.84	1	0.0052	0	0.0051	0	LOD	0	LOD	0	0.0177	0	0.0027	0	0.0273	0	LOD	2	0.0005	0	LOD	0	0.0031	0	0.0035	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0025	0	0.0025	0	LOD	0	0.055	0	0.055	0	0.0104	0	0.0024	0	2286.8	1	2175.5	1
SOCLIM	TNS08	B	2016-10-24T10:42:56	-49.46322	72.24162	1014	15	12	126.567	125.45	1.8496	1.8432	33.9338	27.1294	317.184	0.0449	0.5651	2.2638	1.18E-01	7.03E+02		9	328.234	0.05	4.93E-04	2.38E-02	1.53	1	0.29	1	3.60E+05	1	59.3	1	1.24E+02	1	2.01E+02	1	4.81E+02	1	0.00E+00	6	1.98	1	22.79	1	0.29	1	30.02	1	0.0095	0	0.0096	0	LOD	0	LOD	0	0.0222	0	0.0047	0	0.0479	0	0.0006	0	0.0016	0	0.0007	0	0.007	0	0.006	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0049	0	0.0049	0	LOD	0	0.1067	0	0.1067	0	0.0124	0	0.0037	0	2286.1	1	2167.3	1
SOCLIM	TNS08	B	2016-10-24T10:44:47	-49.46318	72.24158	1014	15	13	101.307	100.419	1.9442	1.9391	33.9219	27.1126	322.454	0.0669	0.5748	37.7699	2.35E-01	6.05E+02	335.9646802	1	333.504	0.081	5.78E-04	3.04E-02	1.93	1	0.34	1	3.81E+05	1	56.2	1	1.61E+02	1	2.99E+02	1	7.49E+02	1	0.00E+00	6	1.96	1	21.59	1	0.3	1	29.54	1	0.0156	0	0.0172	0	LOD	0	LOD	0	0.0237	0	0.0067	0	0.084	0	0.001	0	0.0027	0	0.0013	0	0.0112	0	0.0094	2	0	0	0.001	0	0.0008	0	0.0008	0	LOD	0	LOD	0	LOD	0	0.0084	0	0.0084	0	LOD	0	0.1885	0	0.1885	0	0.0151	0	0.0057	0	2286.1	1	2164.5	1
SOCLIM	TNS08	B	2016-10-24T10:47:09	-49.46319	72.24157	1014	15	14	74.76	74.109	2.0712	2.0673	33.9144	27.0967	325.655	0.18	0.6166	0.1409	9.14E-01	7.07E+02		9	336.705	0.235	1.02E-03	6.06E-02	3.79	1	0.6	1	4.17E+05	1	58.1	1	1.84E+02	1	5.23E+02	1	9.94E+02	1	0.00E+00	6	1.93	1	19.94	1	0.28	1	29.02	1	0.033	0	0.0584	0	0.0121	0	LOD	0	0.039	0	0.0144	0	0.2387	0	0.0016	0	0.0037	0	0.0018	0	0.0239	0	0.0255	0	0	0	0.0025	0	0.0016	0	0.001	0	LOD	0	LOD	0	LOD	0	0.0137	0	0.0137	0	LOD	0	0.5089	0	0.521	0	0.0279	0	0.0133	0	2284.8	1	2159.9	1
SOCLIM	TNS08	B	2016-10-24T10:49:03	-49.46322	72.24157	1014	15	15	50.718	50.279	2.2614	2.2587	33.9082	27.0766	331.096	0.4269	0.6949	201.5592	4.32E+00	6.54E+02		9	342.146	0.674	1.94E-03	1.43E-01	7.3	1	1.17	1	3.80E+05	1	56.2	1	2.16E+02	1	9.45E+02	1	1.65E+03	1	0.00E+00	6	1.82	1	17.77	1	0.26	1	28.02	1	0.0683	0	0.1689	0	0.0539	0	LOD	0	0.0594	0	0.0335	0	0.5855	0	0.0034	0	0.0073	0	0.0032	0	0.0562	0	0.0667	0	0	0	0.0046	0	0.0042	0	0.0012	0	LOD	0	LOD	0	LOD	0	0.0285	0	0.0285	0	LOD	0	1.2076	0	1.2615	0	0.0286	0	0.0287	0	2284.5	1	2153.4	1
SOCLIM	TNS08	B	2016-10-24T10:51:54	-49.46324	72.24162	1014	15	16	40.502	40.153	2.2639	2.2617	33.9082	27.0763	331.686	0.435	0.6963	41.5273	9.83E+00	6.81E+02	345.2909297	1	342.736	0.731	1.90E-03	1.52E-01	7.59	1	1.2	1	3.95E+05	1	63.5	1	1.80E+02	1	9.71E+02	1	1.68E+03	1	0.00E+00	6	1.83	1	17.74	1	0.26	1	28.11	1	0.0643	0	0.1636	0	0.0586	0	0.0129	2	0.0598	0	0.0351	0	0.5664	0	0.0037	0	0.0076	0	0.0039	0	0.0592	0	0.0687	0	0	0	0.005	0	0.0045	0	0.0015	0	0.0009	0	LOD	0	LOD	0	0.0277	0	0.0277	0	LOD	0	1.1674	0	1.226	0	0.0336	0	0.0298	0	2286.6	1	2155	1
SOCLIM	TNS08	B	2016-10-24T10:53:35	-49.4632	72.24156	1014	15	17	29.627	29.372	2.2801	2.2786	33.908	27.0749	332.843	0.4768	0.7004	128.5342	1.88E+01	6.10E+02		9	343.893	0.818	1.88E-03	1.57E-01		9		9		9		9		9		9		9		9	1.81	1	17.63	1	0.26	1	28.02	1	0.0514	0	0.1563	0	0.0654	0	0.0121	2	0.053	0	0.0332	0	0.5409	0	0.0037	0	0.0075	0	0.0039	0	0.0615	0	0.0786	0	0	0	0.0053	2	0.0065	0	0.0017	0	0.0009	0	LOD	0	LOD	0	0.0224	0	0.0224	0	LOD	0	1.0714	0	1.1368	0	0.0237	0	0.0265	0	2285.6	1	2152.2	1
SOCLIM	TNS08	B	2016-10-24T10:55:11	-49.4632	72.2416	1014	15	18	20.243	20.069	2.3037	2.3026	33.9081	27.073	333.081	0.5237	0.7024	2.6076	6.02E+01	7.24E+02	346.4933951	1	344.131	0.841	2.03E-03	1.61E-01	8.51	1	1.25	1	3.82E+05	1	64.8	1	2.01E+02	1	8.79E+02	1	1.54E+03	1	0.00E+00	6	1.8	1	17.61	1	0.26	1	28.09	1	0.0518	0	0.1584	0	0.0668	0	0.012	0	0.0491	0	0.0337	0	0.5623	0	0.004	0	0.0074	0	0.0047	0	0.058	0	0.0946	0	0	0	0.0061	2	0.0082	0	0.0017	0	0.0009	0	LOD	0	LOD	0	0.0225	0	0.0225	0	LOD	0	1.0957	0	1.1626	0	0.0222	0	0.0282	0	2285.9	1	2153.1	1
SOCLIM	TNS08	B	2016-10-24T10:18:33	-49.46322	72.2416	1014	15	19	707.078	699.857	2.3236	2.2809	34.5618	27.5979	174.659	0.0184	0.5756	238.3079	9.60E-03	8.03E+02		9	185.709	0.006	6.08E-04	3.34E-02		9		9		9		9		9		9		9		9	2.4	1	75.35	1	0.02	1	35.77	1																																																					2329.5	1	2243.3	1
SOCLIM	TNS08	B	2016-10-24T10:56:20	-49.46318	72.24158	1014	15	20	9.685	9.602	2.3159	2.3154	33.9082	27.072	333.636	0.4401	0.7055	37.5933	1.90E+02	7.55E+02	347.1882706	1	344.686	0.727	1.99E-03	1.64E-01	8.73	1	1.27	1	3.80E+05	1	57.5	1	1.80E+02	1	8.98E+02	1	1.44E+03	1	0.00E+00	6	1.79	1	17.61	1	0.03	1	27.84	1	0.0531	0	0.1467	0	0.0744	0	0.0114	0	0.0484	0	0.0321	0	0.501	0	0.0038	0	0.0069	0	0.0043	0	0.0598	0	0.0951	0	0	0	0.0062	0	0.0106	0	0.0017	0	0.0009	0	LOD	0	LOD	0	0.0202	0	0.0202	0	LOD	0	0.9681	0	1.0424	0	0.0191	0	0.0249	0	2287.8	1	2153.3	1
SOCLIM	TNS08	B	2016-10-24T10:37:04	-49.46322	72.24154	1014	15	21	252.102	249.8	2.0119	1.9985	34.204	27.334	231.503	0.0221	0.5584	6.0395	7.76E-03	7.51E+02		9	242.553	0.005	3.27E-04	1.51E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	TNS08	B	2016-10-24T10:45:18	-49.4632	72.24156	1014	15	22	101.126	100.239	1.9484	1.9432	33.9216	27.112	322.543	0.0766	0.5755	215.2592	2.51E-01	6.29E+02		9	333.593	0.081	5.78E-04	3.04E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	TNS08	B	2016-10-24T10:49:30	-49.46322	72.2416	1014	15	23	50.879	50.44	2.2617	2.259	33.9083	27.0766	331.211	0.6087	0.6943	6.9015	4.36E+00	6.53E+02		9	342.261	0.674	1.94E-03	1.43E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	TNS08	B	2016-10-24T10:56:29	-49.46318	72.24158	1014	15	24	10.498	10.408	2.3095	2.3089	33.9083	27.0726	334.25	0.4751	0.705	4.0221	1.62E+02	7.60E+02		9	345.3	0.739	1.99E-03	1.64E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T02:51:26	-46.99922	72.22138	2096	16	1	1213.97	1200.39	2.3107	2.2323	34.7241	27.7318	181.961	0.0172	0.5391	80.3781	6.21E-03	2.07E+03		9	193.011	0.008	1.22E-04	8.43E-03		9		9		9		9		9		9		9		9	2.1	1	77.62	1	0.01	1	32.35	1																																																					2339.7	1	2241.5	1
SOCLIM	O12	B	2016-10-25T02:59:18	-46.99924	72.22134	2096	16	2	1010.59	999.769	2.4545	2.3898	34.6681	27.6739	173.149	0.0184	0.5381	214.5623	8.85E-03	2.14E+03		9	184.199	0.008	1.24E-04	8.45E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T02:59:30	-46.99924	72.22136	2096	16	3	1010.959	1000.134	2.4547	2.39	34.668	27.6738	173.116	0.0207	0.5384	246.8612	9.07E-03	2.16E+03	200.2598205	3	184.166	0.008	1.24E-04	8.45E-03	0.43	1	0.17	1	4.81E+04	1	58.7	1		9		9		9		9	2.232	1	75.33	1	0.01	1	34.177	1																																																					2336	1	2247.5	1
SOCLIM	O12	B	2016-10-25T03:08:15	-46.99923	72.22135	2096	16	4	807.472	799.214	2.4722	2.4219	34.5463	27.5737	165.833	0.0195	0.5384	243.3675	9.36E-03	1.67E+03	179.1208548	1	176.883	0.008	1.34E-04	8.55E-03		9		9		9		9		9		9		9		9	2.378	1	73.18	1	0.01	1	36.29	1																																																					2327.2	1	2250.3	1
SOCLIM	O12	B	2016-10-25T03:14:35	-46.99924	72.22136	2096	16	5	606.629	600.714	2.503	2.4662	34.4118	27.4624	176.235	0.0172	0.5412	4.4462	5.99E-03	1.28E+03		9	187.285	0.002	1.96E-04	1.10E-02		9		9		9		9		9		9		9		9	2.419	1	63.76	1	0.01	1	37.04	1																																																					2315.3	1	2242.1	1
SOCLIM	O12	B	2016-10-25T03:18:26	-46.99924	72.2214	2096	16	6	504.726	499.927	2.5536	2.5233	34.3043	27.3716	196.654	0.0187	0.5409	4.0335	5.99E-03	1.10E+03	187.6593542	3	207.704	0.002	1.96E-04	1.13E-02	0.47	1	0.17	1	1.00E+05	1	61.1	1		9		9		9		9	2.355	1	52.88	1	0.01	1	36.392	1	LOD	0	0.0009	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0025	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0003	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0054	0	0.0054	0	LOD	0	LOD	0	2302.8	1	2225.5	1
SOCLIM	O12	B	2016-10-25T03:21:17	-46.99924	72.22136	2096	16	7	403.375	399.637	2.5135	2.4898	34.1665	27.2642	234.222	0.0176	0.5426	6.1449	5.99E-03	1.21E+03	253.4224303	1	245.272	0	2.35E-04	1.21E-02		9		9		9		9		9		9		9		9	2.21	1	38.55	1	0.01	1	34.152	1																																																					2292.8	1	2202.3	1
SOCLIM	O12	B	2016-10-25T03:27:14	-46.99923	72.22134	2096	16	8	302.024	299.299	2.3499	2.3329	34.0406	27.1765	270.894	0.0142	0.5446	8.0683	9.88E-03	1.17E+03	293.3675087	1	281.944	0.002	2.94E-04	1.42E-02		9		9		9		9		9		9		9		9	2.083	1	29.37	1	0.01	1	31.968	1																																																					2284.3	1	2183.5	1
SOCLIM	O12	B	2016-10-25T03:29:23	-46.99926	72.22137	2096	16	9	251.019	248.784	2.7468	2.732	33.9309	27.0552	293.212	0.0183	0.5458	5.1431	2.46E-02	1.26E+03	304.877208	1	304.262	0.001	3.16E-04	1.49E-02	1.01	1	0.22	1		9		9		9		9		9		9	1.938	1	18.4	1	0.01	1	29.87	1	0.0004	0	0.0008	0	LOD	0	LOD	0	0.0022	0	0.0006	0	0.0023	0	LOD	0	LOD	0	LOD	0	0.0009	0	0.0004	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0011	0	0.0011	0	LOD	0	0.0068	0	0.0068	0	LOD	0	0.0002	0	2277.8	1	2167	1
SOCLIM	O12	B	2016-10-25T03:38:28	-46.99924	72.22134	2096	16	10	100.051	99.196	4.3418	4.3348	33.7571	26.7628	311.298	0.1335	0.6011	68.4617	1.60E+00	1.17E+03		1	322.348	0.127	8.78E-04	5.02E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T03:41:58	-46.99924	72.22138	2096	16	11	50.108	49.685	4.5648	4.5613	33.749	26.7321	313.307	0.2126	0.6388	2.9378	2.21E+01	1.12E+03		1	324.357	0.358	1.49E-03	1.10E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T03:48:32	-46.99926	72.22136	2096	16	12	3.606	3.577	4.601	4.6008	33.7491	26.7279	313.705	0.1358	0.6463	245.9969	5.10E+02	1.16E+03		9	324.755	0.198	1.54E-03	1.16E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T03:38:05	-46.99924	72.22136	2096	16	13	99.628	98.778	4.2967	4.2897	33.7609	26.7705	311.619	0.1357	0.5998	244.0964	1.67E+00	1.20E+03	362.6311496	4	322.669	0.141	9.27E-04	5.37E-02	2.63	1	0.4	1	5.28E+05	1	59.5	1	9.85E+02	1	4.68E+02	1	1.87E+03	1	0.00E+00	6	1.73	1	8.82	1	0.26	1	25.77	1	0.0232	0	0.0292	0	LOD	0	LOD	0	0.0188	0	0.0162	0	0.0692	0	0.0031	0	0.0085	0	0.0025	0	0.0417	0	0.0112	0	0	0	0.0035	0	0.0005	0	0.0025	0	0.0007	0	LOD	0	LOD	0	0.025	0	0.025	0	LOD	0	0.2342	0	0.2342	0	0.0092	0	0.0069	2		9		9
SOCLIM	O12	B	2016-10-25T03:40:05	-46.99926	72.22134	2096	16	14	74.936	74.301	4.4231	4.4178	33.746	26.7451	314.678	0.2195	0.6429	5.8102	5.68E+00	1.12E+03		9	325.728	0.37	1.40E-03	1.12E-01	4.56	1	0.75	1	6.95E+05	1	61.2	1	1.48E+03	1	1.08E+03	1	3.95E+03	1	0.00E+00	6	1.72	1	9.66	1	0.27	1	25.65	1	0.0374	2	0.0652	0	0.0104	0	0.0218	0	0.0268	0	0.0303	0	0.1342	0	0.0055	0	0.0146	0	0.0063	0	0.0752	0	0.0307	0	0	0	0.0086	0	0.0016	0	0.0039	0	LOD	0	LOD	0	LOD	0	0.0401	0	0.0401	0	LOD	0	0.47	0	0.4804	0	0.0103	0	0.0153	2	2270.1	1	2129.7	1
SOCLIM	O12	B	2016-10-25T03:41:41	-46.99924	72.22138	2096	16	15	50.051	49.63	4.5519	4.5483	33.748	26.7327	313.491	0.2181	0.6396	4.2513	2.13E+01	1.11E+03		9	324.541	0.358	1.49E-03	1.10E-01	4.58	1	0.7	1	6.41E+05	1	60.1	1	1.36E+03	1	1.61E+03	1	3.68E+03	1	0.00E+00	6	1.7	1	8.25	1	0.26	1	25.18	1	0.0355	0	0.0515	0	0.0104	0	0.0142	0	0.0257	0	0.0268	0	0.113	0	0.0054	0	0.0146	0	0.0061	0	0.0734	0	0.0312	0	0	0	0.0071	2	0.0015	0	0.0038	0	0.0006	0	LOD	0	LOD	0	0.0391	0	0.0391	0	LOD	0	0.4114	0	0.4217	0	0.0095	0	0.0128	2	2270.7	1	2128.5	1
SOCLIM	O12	B	2016-10-25T03:43:42	-46.99924	72.22136	2096	16	16	41.515	41.167	4.5961	4.5931	33.7491	26.7288	313.665	0.2385	0.6461	3.0616	3.33E+01	1.11E+03	360.9752173	4	324.715	0.345	1.63E-03	1.12E-01	4.7	1	0.7	1	6.26E+05	1	60.5	1	1.31E+03	1	1.07E+03	1	4.48E+03	1	0.00E+00	6	1.69	1	7.73	1	0.26	1	25	1	0.033	0	0.0478	0	0.0118	0	0.0122	0	0.0236	0	0.0262	0	0.1036	0	0.0057	0	0.0159	0	0.0072	0	0.0766	0	0.0381	0	0	0	0.0077	0	0.0018	0	0.0041	0	LOD	0	LOD	0	LOD	0	0.0394	0	0.0394	0	LOD	0	0.3905	0	0.4023	0	0.0074	0	0.0127	2	2270.1	1	2127.8	1
SOCLIM	O12	B	2016-10-25T03:45:09	-46.99924	72.22134	2096	16	17	30.409	30.154	4.59	4.5878	33.7491	26.7294	313.621	0.2169	0.6438	0.9066	5.83E+01	1.10E+03		9	324.671	0.334	1.65E-03	1.15E-01		9		9		9		9		9		9		9		9	1.69	1	7.76	1	0.25	1	25.01	1	0.0327	0	0.0484	0	0.012	0	0.0128	0	0.0245	0	0.0258	0	0.1014	0	0.0054	0	0.0157	0	0.0071	0	0.0763	0	0.0384	0	0	0	0.0076	0	0.002	0	0.0041	0	LOD	0	LOD	0	LOD	0	0.0391	0	0.0391	0	LOD	0	0.3872	0	0.3992	0	0.0079	0	0.0127	2	2271.9	1	2128.7	1
SOCLIM	O12	B	2016-10-25T03:46:17	-46.99926	72.22136	2096	16	18	20.495	20.323	4.5928	4.5913	33.7492	26.729	313.804	0.2091	0.6462	1.0419	1.11E+02	1.11E+03	372.3682993	4	324.854	0.304	1.57E-03	1.15E-01	4.71	1	0.7	1	6.22E+05	1	61	1	1.29E+03	1	1.13E+03	1	4.15E+03	1	0.00E+00	6	1.69	1	7.79	1	0.26	1	25.1	1	0.0323	0	0.0489	0	0.0115	0	0.013	0	0.0232	0	0.0262	0	0.1021	0	0.0054	0	0.0162	0	0.0074	0	0.0782	0	0.0407	0	0	0	0.0077	0	0.0023	0	0.0048	0	LOD	0	LOD	0	LOD	0	0.0387	0	0.0387	0	LOD	0	0.3923	0	0.4037	0	0.0081	0	0.0129	2	2272.1	1	2129.7	1
SOCLIM	O12	B	2016-10-25T03:47:27	-46.99924	72.22138	2096	16	19	9.944	9.861	4.5959	4.5952	33.7492	26.7286	313.708	0.1822	0.6456	9.9895	2.40E+02	1.13E+03		9	324.758	0.213	1.55E-03	1.16E-01		9		9		9		9		9		9		9		9	1.69	1	7.72	1	0.25	1	25.02	1																																																					2271.3	1	2128.2	1
SOCLIM	O12	B	2016-10-25T03:48:26	-46.99926	72.22134	2096	16	20	5.048	5.006	4.5986	4.5982	33.7491	26.7282	313.707	0.1679	0.6458	245.0639	3.99E+02	1.16E+03	363.2026703	4	324.757	0.201	1.54E-03	1.16E-01	4.93	1	0.73	1	6.02E+05	1	61	1	1.34E+03	1	7.25E+02	1	4.06E+03	1	0.00E+00	6	1.68	1	7.72	1	0.27	1	25.15	1	0.0323	0	0.0478	0	0.0123	0	0.0115	0	0.0229	0	0.026	0	0.1002	0	0.0057	0	0.0157	0	0.0073	0	0.0761	0	0.0407	0	0	0	0.0076	2	0.0028	0	0.0044	0	0.001	0	LOD	0	LOD	0	0.0375	0	0.0375	0	LOD	0	0.3828	0	0.3951	0	0.0079	0	0.0123	2		9		9
SOCLIM	O12	B	2016-10-25T03:30:16	-46.99924	72.22136	2096	16	21	250.304	248.076	2.7493	2.7346	33.9308	27.0549	293.32	0.0166	0.5446	5.3105	2.58E-02	1.33E+03		9	304.37	0.001	3.17E-04	1.49E-02		9		9	1.66E+05	1	62.3	1	3.24E+01	1	1.22E+01	1	5.41E+00	1	0.00E+00	6		9		9		9		9																																																						9		9
SOCLIM	O12	B	2016-10-25T03:32:45	-46.99928	72.2214	2096	16	22	199.93	198.175	3.0775	3.0653	33.8491	26.9604	309.165	0.0178	0.5461	3.1258	7.55E-02	1.17E+03	316.0014149	1	320.215	0.016	3.27E-04	1.62E-02	1.04	1	0.24	1	2.03E+05	1	57.8	1	1.16E+02	1	5.81E+01	1	8.25E+01	1	0.00E+00	6	1.08	1	11.25	1	0.03	1	18.29	1	0.002	0	0.002	0	LOD	0	LOD	0	0.0054	0	0.0022	0	0.0051	0	LOD	0	0.0008	0	0.0003	0	0.0043	0	0.0008	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.003	0	0.003	0	LOD	0	0.0183	0	0.0183	0	LOD	0	0.0007	0	2275.4	1	2150.8	1
SOCLIM	O12	B	2016-10-25T03:34:38	-46.99922	72.22134	2096	16	23	151.298	149.987	3.3762	3.3667	33.8306	26.918	308.859	0.0319	0.5513	220.3462	3.42E-01	1.31E+03	349.4285307	4	319.909	0.028	4.36E-04	2.14E-02	1.64	1	0.29	1	2.40E+05	1	55	1	2.91E+02	1	6.89E+01	1	2.55E+02	1	0.00E+00	6	1.83	1	10.11	1	0.09	1	27.61	1	0.0045	0	0.0041	0	LOD	0	LOD	0	0.0077	0	0.0043	0	0.0111	0	0.0007	0	0.0018	0	0.0005	0	0.0089	0	0.0017	0	0	0	0.0003	0	0.0005	0	0.0006	0	0.0003	0	LOD	0	LOD	0	0.0062	0	0.0062	0	LOD	0	0.0409	0	0.0409	0	0.0026	0	0.0014	0	2272.8	1	2147.5	1
SOCLIM	O12	B	2016-10-25T03:36:27	-46.99926	72.22136	2096	16	24	125.321	124.243	3.583	3.5749	33.8184	26.8884	308.876	0.0474	0.5608	408.4429	7.38E-01	1.31E+03		9	319.926	0.045	8.97E-04	4.79E-02	2.49	1	0.43	1	3.07E+05	1	61	1	3.88E+02	1	1.05E+02	1	3.66E+02	1	0.00E+00	6	1.79	1	9.63	1	0.21	1	27.2	1	0.0085	0	0.0079	0	LOD	0	LOD	0	0.0128	0	0.0068	0	0.0219	0	0.0011	0	0.0028	0	0.0007	0	0.0149	0	0.0031	0	0	0	0.0005	0	0.0011	0	0.001	0	0.0004	0	LOD	0	LOD	0	0.0097	0	0.0097	0	LOD	0	0.0756	0	0.0756	0	0.0044	0	0.0021	0	2272.5	1	2144.1	1
