float,round_depth,depth.x,date.x,lon,lat,pres,temp,psal,doxy,down_irradiance380,down_irradiance412,down_irradiance490,downwelling_par,chla.x,bbp700,cdom,chla_adjusted,pres_qc,temp_qc,psal_qc,doxy_qc,down_irradiance380_qc,down_irradiance412_qc,down_irradiance490_qc,downwelling_par_qc,chla_qc,bbp700_qc,cdom_qc,chla_adjusted_qc,nitrate,nitrate_qc,cp660,cp660_qc,profil_id.x,lon_hplc,lat_hplc,cruise_name,date.y,station_name,ctd_number,bottle_number,depth.y,id_row,chl_c1_c2,chl_c3,peri,but,fuco,neox,prasi,viola,hex,diad,allo,diat,zea,lutein,dv_chlb,chlb,tchlb,dv_chla,chla.y,tchla,phaeo,t_chlb,t_chla,profil_id.y
6901515,5,45,2013-04-18,-20.74325361541542,62.77364993473644,5,7.925422350565593,35.14458974202474,283.3227233886719,0.24258070521884495,0.47225697835286456,0.6533382270071242,518.1785040961372,0.1633333381679323,6.492628922892942e-4,2.412799980905321,0.25874999165534973,1,7.222222222222222,3,3,1,1,1,1,3,2,0,5,11.024378776550293,3,NaN,NaN,6901515_-20.7432536154154_62.7736499347364,-20.6262,62.7247,icb,2013-04-17,2013-04-17,17042013-2,11,5,4196,0.0634,0.0298,0,0.0217,0.0167,0.0063,0.012,0.0066,0.0529,0.0252,0.045,0.0018,0.0073,8e-4,0,0.0154,NA,0,0.1034,NA,NA,0.0154,0.1034,2013-04-17_-20.6262_62.7247_2013-04-17_17042013-2
6901515,5,45,2013-04-18,-20.74325361541542,62.77364993473644,5,7.925422350565593,35.14458974202474,283.3227233886719,0.24258070521884495,0.47225697835286456,0.6533382270071242,518.1785040961372,0.1633333381679323,6.492628922892942e-4,2.412799980905321,0.25874999165534973,1,7.222222222222222,3,3,1,1,1,1,3,2,0,5,11.024378776550293,3,NaN,NaN,6901515_-20.7432536154154_62.7736499347364,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,12,5,4187,0.0514,0.0252,0,0.0183,0.0149,0.0041,0.0091,0.0041,0.0444,0.0189,0.0291,0.0014,0.0054,7e-4,0,0.0118,NA,0,0.0839,NA,NA,0.0118,0.0839,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901519,10,48,2013-04-18,-20.71326,62.77205,10.006666501363119,7.948999881744385,35.1525624593099,250.39817810058594,0.1321459263563156,0.287076860666275,0.4554981589317322,279.9671325683594,0.21170000731945038,6.473053363151848e-4,0.8150799870491028,0.2737500071525574,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901519_-20.71326_62.77205,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,18,10,4186,0.0561,0.0224,0,0.0172,0.0139,0.0041,0.009,0.0028,0.0413,0.0141,0.0373,0.0017,0.0046,6e-4,0,0.0121,NA,0,0.0977,NA,NA,0.0121,0.0977,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901514,20,72.5,2013-04-18,-20.694818333333334,62.78268166666667,20.005000114440918,7.9195287227630615,35.143001556396484,284.60411071777344,0.06603773683309555,0.16524109989404678,0.3244551867246628,167.0014190673828,0.2883500009775162,7.221625710371882e-4,0.2104250006377697,0.2737500071525574,1,4.5,4.5,3,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901514_-20.6948183333333_62.7826816666667,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,14,20,4185,0.0519,0.024,0,0.018,0.0132,0.004,0.0085,0.004,0.0416,0.0145,0.0301,0.0015,0.0042,5e-4,0,0.011,NA,0,0.0848,NA,NA,0.011,0.0848,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901520,40,125,2013-04-18,-20.686163333333333,62.77596833333333,39.97333272298177,7.957585175832112,35.15800094604492,NaN,0.00901956856250763,0.03680311143398285,0.12350724637508392,48.9630241394043,0.6566755771636963,0.0010608354350551963,1.4355932474136353,0.31755000352859497,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901520_-20.6861633333333_62.7759683333333,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,11,40,4184,0.0482,0.0267,0,0.0191,0.0147,0.0042,0.0088,0.0039,0.0452,0.0127,0.0243,0.001,0.0042,5e-4,0,0.0122,NA,0,0.0776,NA,NA,0.0122,0.0776,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901519,80,190.5,2013-04-18,-20.71326,62.77205,80.0099983215332,7.973344564437866,35.16600036621094,246.70272827148438,3.549471730366349e-4,0.0022567894775420427,0.0209903996437788,6.298289775848389,0.40865400433540344,4.8783619422465563e-4,1.1744040250778198,0.19702699780464172,1,4.5,4.5,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901519_-20.71326_62.77205,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,17,80,4183,0.0294,0.0149,0,0.0157,0.0123,0.0036,0.0068,0.0011,0.0337,0.006,0.0122,0,0.0027,5e-4,0,0.0081,NA,0,0.0563,NA,NA,0.0081,0.0563,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901516,100,264.5,2013-04-18,-20.682966666666665,62.770336666666665,100.04999923706055,7.97668194770813,35.165000915527344,NaN,1.1180504225194454e-4,3.178234910592437e-4,0.007884597405791283,1.287770390510559,0.3384000062942505,4.3494589044712484e-4,0.8769999742507935,0.15839999914169312,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901516_-20.6829666666667_62.7703366666667,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,12,100,4182,0.0381,0.0264,0,0.0197,0.0134,0.0036,0.0071,0.0017,0.0386,0.008,0.0169,0,0.0031,4e-4,0,0.0114,NA,0,0.0649,NA,NA,0.0114,0.0649,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901517,120,269.5,2013-04-18,-20.716451666666668,62.77501,120.0099983215332,8.026480197906494,35.184309005737305,NaN,-7.578190434287535e-6,4.8500901903025806e-4,0.0041779265739023685,2.178694009780884,0.08063692599534988,3.01988358842209e-4,0.6306830644607544,0.04031846299767494,1,4.5,4.5,NaN,1,1,1,1,1,2,0,1,NaN,NaN,NaN,NaN,6901517_-20.7164516666667_62.77501,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,18,120,4181,0.0339,0.027,0,0.0164,0.0115,0.0029,0.0062,0.0013,0.0325,0.0064,0.0142,0,0.0024,3e-4,0,0.0102,NA,0,0.0567,NA,NA,0.0102,0.0567,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901517,140,305.5,2013-04-18,-20.716451666666668,62.77501,140.01000213623047,8.007449626922607,35.18469047546387,NaN,-2.0769091861438937e-5,3.655355831142515e-4,0.0021921268198639154,1.676517367362976,0.021656665951013565,2.238263696199283e-4,0.8061032891273499,0.010828332975506783,1,4.5,4.5,NaN,1,1,1,1,1,2,0,1,NaN,NaN,NaN,NaN,6901517_-20.7164516666667_62.77501,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,14,140,4180,0.0314,0.0215,0,0.0143,0.0102,0.0029,0.0057,0.0014,0.028,0.0054,0.0112,0,0.0025,4e-4,0,0.0088,NA,0,0.0528,NA,NA,0.0088,0.0528,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901520,160,362,2013-04-18,-20.686163333333333,62.77596833333333,160.0066680908203,7.973999977111816,35.178001403808594,NaN,-1.0310923244105652e-4,-8.367357804672793e-5,8.997865952551365e-4,-0.001015820656903088,0.43826544284820557,4.366551002021879e-4,0.8190909028053284,0.2008827179670334,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901520_-20.6861633333333_62.7759683333333,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,11,160,4179,0.0261,0.0211,0,0.0139,0.0094,0.0024,0.005,0.0015,0.0281,0.006,0.0114,0,0.0021,4e-4,0,0.0079,NA,0,0.0455,NA,NA,0.0079,0.0455,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901515,200,470,2013-04-18,-20.74325361541542,62.77364993473644,200.04666646321616,7.956999778747559,35.1879997253418,281.40496826171875,-5.017126909478975e-7,2.853537444025278e-4,3.117022861260921e-4,1.8839043378829956,0.4044545590877533,5.01056551001966e-4,1.5776000022888184,0.20597727596759796,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901515_-20.7432536154154_62.7736499347364,-20.5922,62.7192,icb,2013-04-17,2013-04-17,17042013-1,17,200,4178,0.0223,0.0157,0,0.0098,0.0076,0.0019,0.0041,6e-4,0.0212,0.0039,0.0098,0,0.0015,4e-4,0,0.0064,NA,0,0.0388,NA,NA,0.0064,0.0388,2013-04-17_-20.5922_62.7192_2013-04-17_17042013-1
6901648,2,9,2014-07-07,4.6396766666666664,42.02267833333333,2.0200000286102293,22.18000030517578,38.042999267578125,212.57620239257812,0.37929287552833557,0.7482867479324341,0.8817137837409973,771.9724609375,0.06307200193405152,8.226713864132762e-4,0.9502906680107117,0.1407853066921234,1,8,3,3,1,1,1,1,3,3.2,1.6,5.6,NaN,NaN,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,12,2,4943,0.003,0.0032,0,0.0041,0.0082,5e-4,0.0014,3e-4,0.007,0.0015,0.0011,2e-4,7e-4,0,NA,NA,NA,0,0.0395,NA,NA,0.0043,0.0395,2013-02-17_4.6674_42.0219_D1-52_52
6901653,23,91.5,2014-07-07,4.65189,42.02780166666667,22.75,20.71199893951416,37.99466514587402,NaN,0.09543146938085556,0.29182741045951843,0.43071529269218445,203.7662353515625,0.15839999914169312,0.0010157986544072628,2.5199999809265137,0.09150171279907227,1,4.5,4.5,NaN,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,11,23,4942,0.0031,0.0036,0,0.0041,0.008,4e-4,0.0013,3e-4,0.007,0.0015,0.0011,2e-4,6e-4,0,NA,NA,NA,0,0.0398,NA,NA,0.0044,0.0398,2013-02-17_4.6674_42.0219_D1-52_52
6901653,33,114.5,2014-07-07,4.65189,42.02780166666667,32.89999961853027,17.98300075531006,37.99345588684082,NaN,0.03294670209288597,0.13881829380989075,0.26654645800590515,110.76808166503906,0.266400009393692,0.001237583113834262,2.1600000858306885,0.14323844015598297,1,4.5,4.5,NaN,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,10,33,4941,0.0033,0.0038,0,0.0044,0.0084,6e-4,0.0015,4e-4,0.0077,0.0017,0.0013,3e-4,7e-4,0,NA,NA,NA,0,0.0419,NA,NA,0.0047,0.0419,2013-02-17_4.6674_42.0219_D1-52_52
6901648,55,152.5,2014-07-07,4.6396766666666664,42.02267833333333,54.80999946594238,13.905133247375488,38.28769874572754,209.536865234375,7.609832100570202e-4,0.007616058457642794,0.04899180680513382,16.376148223876953,1.8587260246276855,0.0015306001296266913,1.7510520219802856,1.1221566200256348,1,4.5,4.5,3,1,1,1,1,4,2,0,5,NaN,NaN,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,9,55,4940,0.0033,0.0038,0,0.0045,0.0088,5e-4,0.0015,3e-4,0.0079,0.0018,0.0013,2e-4,8e-4,0,NA,NA,NA,0,0.0427,NA,NA,0.0048,0.0427,2013-02-17_4.6674_42.0219_D1-52_52
6901653,103,265,2014-07-07,4.65189,42.02780166666667,103.14666748046875,13.254535675048828,38.38551330566406,NaN,-5.694132596545387e-5,-3.515904791129287e-5,0.0029828380793333054,0.8066546320915222,0.1379000023007393,5.703874048776925e-4,2.7601250410079956,0.04838075116276741,1,5.666666666666667,5.666666666666667,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,8,103,4939,0.0031,0.0036,0,0.0041,0.0078,5e-4,0.0014,3e-4,0.0069,0.0016,0.0011,0,7e-4,0,NA,NA,NA,0,0.0366,NA,NA,0.0045,0.0366,2013-02-17_4.6674_42.0219_D1-52_52
6901653,152,368,2014-07-07,4.65189,42.02780166666667,151.97333272298178,13.24322477976481,38.43199920654297,NaN,-6.780649709980935e-5,-1.0774344991659746e-4,9.214236051775515e-4,0.2908826470375061,0.06623999774456024,6.480932934209704e-4,2.753999948501587,0.005205601453781128,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,7,152,4938,0.0034,0.0035,0,0.0045,0.0085,5e-4,0.0014,3e-4,0.0075,0.0017,0.0013,0,7e-4,0,NA,NA,NA,0,0.042,NA,NA,0.0045,0.042,2013-02-17_4.6674_42.0219_D1-52_52
6901653,205,474.5,2014-07-07,4.65189,42.02780166666667,204.81000518798828,13.259419918060303,38.45920944213867,NaN,-7.103067036950961e-5,-1.2415781384333968e-4,2.821976086124778e-4,0.15966162085533142,0.07286399602890015,5.133943632245064e-4,2.6297998428344727,0.009196559898555279,1,4.5,4.5,NaN,1,1,1,1,4,2,0,1,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,6,205,4937,0.0034,0.0038,0,0.0043,0.0088,5e-4,0.0015,4e-4,0.0072,0.0018,0.0011,0,8e-4,0,NA,NA,NA,0,0.0417,NA,NA,0.005,0.0417,2013-02-17_4.6674_42.0219_D1-52_52
6901653,307,572,2014-07-07,4.65189,42.02780166666667,306.79998779296875,13.240850448608398,38.46900177001953,NaN,NaN,NaN,NaN,NaN,0.07199999690055847,4.3891905806958675e-4,2.609999895095825,0.008675999008119106,1,8,8,NaN,NaN,NaN,NaN,NaN,3,2,0,1,NaN,NaN,NaN,NaN,6901653_4.65189_42.0278016666667,4.6674,42.0219,dewex,2013-02-17,D1-52,52,5,305,4936,0.0035,0.0042,0,0.0044,0.0089,6e-4,0.0015,4e-4,0.0075,0.0019,0.0012,2e-4,7e-4,0,NA,NA,NA,0,0.0436,NA,NA,0.005,0.0436,2013-02-17_4.6674_42.0219_D1-52_52
6901648,497,596,2014-07-07,4.6396766666666664,42.02267833333333,496.94000244140625,13.20923900604248,38.47780990600586,177.75253295898438,NaN,NaN,NaN,NaN,0.007300000172108412,2.9792144778184593e-4,1.5587999820709229,9.947866141946093e-11,1,8,8,3,NaN,NaN,NaN,NaN,3,2,0,1,9.442631721496582,3,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,4,500,4935,0.0032,0.0036,0,0.0041,0.0081,5e-4,0.0014,3e-4,0.0069,0.0015,0.0011,0,7e-4,0,NA,NA,NA,0,0.0395,NA,NA,0.0046,0.0395,2013-02-17_4.6674_42.0219_D1-52_52
6901648,895,674,2014-07-07,4.6396766666666664,42.02267833333333,894.92999267578125,13.109199523925781,38.441898345947266,181.1552276611328,NaN,NaN,NaN,NaN,0.007300000172108412,2.697831077966839e-4,1.5587999820709229,9.947866141946093e-11,1,8,8,3,NaN,NaN,NaN,NaN,3,2,0,1,9.396493911743164,3,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,3,997,4934,0.0026,0.003,0,0.0034,0.0066,4e-4,0.0012,3e-4,0.0058,0.0013,9e-4,0,5e-4,0,NA,NA,NA,0,0.0318,NA,NA,0.0039,0.0318,2013-02-17_4.6674_42.0219_D1-52_52
6901648,895,674,2014-07-07,4.6396766666666664,42.02267833333333,894.92999267578125,13.109199523925781,38.441898345947266,181.1552276611328,NaN,NaN,NaN,NaN,0.007300000172108412,2.697831077966839e-4,1.5587999820709229,9.947866141946093e-11,1,8,8,3,NaN,NaN,NaN,NaN,3,2,0,1,9.396493911743164,3,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,2,2004,4933,0.0032,0.0038,0,0.004,0.0077,5e-4,0.0014,4e-4,0.0067,0.0015,0.001,1e-4,7e-4,0,NA,NA,NA,0,0.0377,NA,NA,0.0048,0.0377,2013-02-17_4.6674_42.0219_D1-52_52
6901648,895,674,2014-07-07,4.6396766666666664,42.02267833333333,894.92999267578125,13.109199523925781,38.441898345947266,181.1552276611328,NaN,NaN,NaN,NaN,0.007300000172108412,2.697831077966839e-4,1.5587999820709229,9.947866141946093e-11,1,8,8,3,NaN,NaN,NaN,NaN,3,2,0,1,9.396493911743164,3,NaN,NaN,6901648_4.63967666666667_42.0226783333333,4.6674,42.0219,dewex,2013-02-17,D1-52,52,1,2396,4932,0.0037,0.0045,0,0.0048,0.0091,6e-4,0.0016,4e-4,0.0082,0.0018,0.0012,2e-4,8e-4,0,NA,NA,NA,0,0.0439,NA,NA,0.0054,0.0439,2013-02-17_4.6674_42.0219_D1-52_52
6901511,3,17.5,2013-02-18,4.667966666666667,42.06975666666666,2.943333307902018,12.946443239847818,38.488112131754555,NaN,0.31026938557624817,0.5961187680562338,0.6952792207400004,648.2882232666016,0.05051999973754088,3.2124517019838095e-4,1.6791716714700062,0.02525999986877044,1,8,3,NaN,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,12,3,4775,0.0058,0.0055,5e-4,0.006,0.0107,0.001,0.0027,0.0011,0.0126,0.0039,0.0021,4e-4,0.0011,2e-4,NA,NA,NA,0,0.0644,NA,NA,0.0089,0.0644,2013-02-05_4.6847_42.0339_D1-09_9
6901511,21,84.5,2013-02-18,4.667966666666667,42.06975666666666,21.09999942779541,12.916999816894531,38.488332748413086,NaN,0.1315605491399765,0.3640780746936798,0.5318562388420105,279.764404296875,0.0575999990105629,3.556391457095742e-4,1.501099944114685,0.02879999950528145,1,4.5,4.5,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,11,21,4774,0.0058,0.0053,4e-4,0.0059,0.0104,0.001,0.0026,0.001,0.0124,0.0035,0.0021,4e-4,0.0011,2e-4,NA,NA,NA,0,0.065,NA,NA,0.0088,0.065,2013-02-05_4.6847_42.0339_D1-09_9
6901511,29,99,2013-02-18,4.667966666666667,42.06975666666666,29.399999618530273,12.916000366210938,38.48899841308594,NaN,0.0754835233092308,0.24031277000904083,0.37645164132118225,180.60650634765625,0.04320000112056732,3.277297655586153e-4,2.2074999809265137,0.02160000056028366,1,8,8,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,10,29,4773,0.0049,0.0046,3e-4,0.0053,0.0096,8e-4,0.0024,9e-4,0.011,0.0032,0.0019,3e-4,0.001,2e-4,NA,NA,NA,0,0.0581,NA,NA,0.0082,0.0581,2013-02-05_4.6847_42.0339_D1-09_9
6901511,48,131,2013-02-18,4.667966666666667,42.06975666666666,48.166666666666664,12.919416427612305,38.48899841308594,NaN,0.024752404540777206,0.1096973642706871,0.2130005657672882,87.69539642333984,0.07199999690055847,3.277326177340001e-4,1.7660000324249268,0.035999998450279236,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,9,48,4772,0.0064,0.0059,6e-4,0.0065,0.011,0.0011,0.0029,0.0011,0.0131,0.0035,0.0023,3e-4,0.0012,2e-4,NA,NA,NA,0,0.0687,NA,NA,0.0102,0.0687,2013-02-05_4.6847_42.0339_D1-09_9
6901511,100,216,2013-02-18,4.667966666666667,42.06975666666666,99.96666717529297,12.925999641418457,38.48899841308594,NaN,0.001212429371662438,0.012326376512646675,0.04123548045754433,15.055468559265137,0.09359999746084213,2.998300187755376e-4,1.8543000221252441,0.046799998730421066,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,8,101,4771,0.0054,0.0055,0,0.0072,0.0115,0.0011,0.0029,7e-4,0.0137,0.0028,0.0023,0,0.0012,0,NA,NA,NA,0,0.0662,NA,NA,0.011,0.0662,2013-02-05_4.6847_42.0339_D1-09_9
6901511,130,267.5,2013-02-18,4.667966666666667,42.06975666666666,130.20000457763672,12.92988920211792,38.48899841308594,NaN,2.7989991940557957e-4,0.004301839973777533,0.020080232992768288,7.236068248748779,0.08640000224113464,2.998333075083792e-4,1.9426000118255615,0.04320000112056732,1,4.5,4.5,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,7,131,4770,0.0064,0.0061,4e-4,0.007,0.0113,0.001,0.0028,9e-4,0.0132,0.0023,0.0019,2e-4,0.0012,2e-4,NA,NA,NA,0,0.0689,NA,NA,0.0099,0.0689,2013-02-05_4.6847_42.0339_D1-09_9
6901511,200,376,2013-02-18,4.667966666666667,42.06975666666666,200.3000030517578,12.935999870300293,38.4900016784668,NaN,4.017730680061504e-5,2.1357237710617483e-4,0.0025538683403283358,1.4916326999664307,0.08640000224113464,3.4169963328167796e-4,2.1191999912261963,0.04320000112056732,1,8,8,NaN,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,6,200,4769,0.005,0.0053,4e-4,0.0059,0.0097,9e-4,0.0023,7e-4,0.0112,0.002,0.0016,2e-4,0.001,1e-4,NA,NA,NA,0,0.0574,NA,NA,0.0084,0.0574,2013-02-05_4.6847_42.0339_D1-09_9
6901511,305,482.5,2013-02-18,4.667966666666667,42.06975666666666,305.1999969482422,12.952009677886963,38.4900016784668,NaN,NaN,NaN,NaN,NaN,0.09359999746084213,6.90565793775022e-4,1.9426000118255615,0.046799998730421066,1,4.5,4.5,NaN,NaN,NaN,NaN,NaN,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,5,301,4768,0.0045,0.0048,3e-4,0.005,0.0086,8e-4,0.0021,6e-4,0.0096,0.0017,0.0014,0,8e-4,0,NA,NA,NA,0,0.0503,NA,NA,0.0072,0.0503,2013-02-05_4.6847_42.0339_D1-09_9
6901511,504,520,2013-02-18,4.667966666666667,42.06975666666666,504.29998779296875,12.98091983795166,38.4900016784668,NaN,NaN,NaN,NaN,NaN,0.08640000224113464,3.5569252213463187e-4,2.030900001525879,0.04320000112056732,1,8,8,NaN,NaN,NaN,NaN,NaN,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,4,501,4767,0.0045,0.0048,5e-4,0.005,0.0087,8e-4,0.0021,6e-4,0.0098,0.0018,0.0014,0,0.001,0,NA,NA,NA,0,0.0513,NA,NA,0.0076,0.0513,2013-02-05_4.6847_42.0339_D1-09_9
6901511,1008,622,2013-02-18,4.667966666666667,42.06975666666666,1008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1080000028014183,3.278503427281976e-4,2.1191999912261963,0.05400000140070915,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,3,1002,4766,0.0033,0.0041,0,0.0046,0.0068,7e-4,0.0019,5e-4,0.0085,0.0014,0.0012,0,7e-4,0,NA,NA,NA,0,0.0418,NA,NA,0.0064,0.0418,2013-02-05_4.6847_42.0339_D1-09_9
6901511,1008,622,2013-02-18,4.667966666666667,42.06975666666666,1008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1080000028014183,3.278503427281976e-4,2.1191999912261963,0.05400000140070915,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,2,1999,4765,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6e-4,NA,NA,0,6e-4,2013-02-05_4.6847_42.0339_D1-09_9
6901511,1008,622,2013-02-18,4.667966666666667,42.06975666666666,1008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1080000028014183,3.278503427281976e-4,2.1191999912261963,0.05400000140070915,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,0,2,NaN,NaN,NaN,NaN,6901511_4.66796666666667_42.0697566666667,4.6847,42.0339,dewex,2013-02-05,D1-09,9,1,2388,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4e-4,NA,NA,0,4e-4,2013-02-05_4.6847_42.0339_D1-09_9
6901512,21,78,2013-04-09,4.742988333333333,41.938735,21,13.033454895019531,38.444000244140625,214.8177947998047,0.06467078626155853,0.15077748894691467,0.27403101325035095,147.02716064453125,0.7664999961853027,8.682790794409811e-4,0.7271999716758728,0.38324999809265137,1,8,8,4,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901512_4.74298833333333_41.938735,4.7299,42.0157,dewex,2013-02-08,41373,19,11,20.774,4263,0.0509,0.0399,0.0034,0.0223,0.1943,0.0063,0.0143,0.0033,0.0916,0.0264,0.011,0.0021,0.0063,0,NA,NA,NA,0,0.6534,NA,NA,0.0302,0.6534,2013-02-08_4.7299_42.0157_41373_19
6901512,2,9.5,2013-04-09,4.742988333333333,41.938735,1.9800000190734863,13.139539361000061,38.4260687828064,220.49933624267578,0.5037297258774439,0.9404315749804179,1.1493634184201558,1161.2718302408855,0.3134133319060008,8.498471773539981e-4,0.10604999214410782,0.38690000772476196,1,5.625,3,4,1,1,1,1,3,2,0,5,5.807313442230225,3,NaN,NaN,6901512_4.74298833333333_41.938735,4.7302,42.0155,dewex,2013-02-08,41373,19,12,2.04,4264,0.0593,0.041,0.0039,0.0223,0.2052,0.0072,0.0161,0.005,0.1001,0.0385,0.0169,0.0039,0.0081,9e-4,NA,NA,NA,0,0.7299,NA,NA,0.0341,0.7299,2013-02-08_4.7302_42.0155_41373_19
6901649,10,62,2014-07-15,5.9477866666666666,40.722875,10.02400016784668,21.566347122192383,37.958586883544925,214.61343383789062,0.32947930693626404,0.748098611831665,0.9897423982620239,616.98516845703125,-0.010986500143189915,6.275929190451279e-4,0.6717989817261696,-0.005493250071594957,1,5.2,5.2,4,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901649_5.94778666666667_40.722875,5.9179,40.7337,moose,2014-07-15,MOOSE-02-10-11,02-10,11,10,5083,0.0154,0.0035,0.0026,0.0069,0.0046,6e-4,0,0.0012,0.0212,0.0161,0,0.004,0.0157,0,NA,NA,NA,0.004,0.0714,NA,NA,0.0038,0.0754,2014-07-15_5.9179_40.7337_MOOSE-02-10-11_02-10
