float,round_depth,depth.x,date.x,lon,lat,pres,temp,psal,doxy,down_irradiance380,down_irradiance412,down_irradiance490,downwelling_par,chla.x,bbp700,cdom,chla_adjusted,pres_qc,temp_qc,psal_qc,doxy_qc,down_irradiance380_qc,down_irradiance412_qc,down_irradiance490_qc,downwelling_par_qc,chla_qc,bbp700_qc,cdom_qc,chla_adjusted_qc,nitrate,nitrate_qc,cp660,cp660_qc,profil_id.x,lon_hplc,lat_hplc,cruise_name,date.y,station_name,ctd_number,bottle_number,depth.y,id_row,chl_c1_c2,chl_c3,peri,but,fuco,neox,prasi,viola,hex,diad,allo,diat,zea,lutein,dv_chlb,chlb,tchlb,dv_chla,chla.y,tchla,phaeo,t_chlb,t_chla,profil_id.y
6901525,79,200.5,2013-05-15,-51.43448166666667,57.77802333333333,79.20999908447266,3.7594817876815796,34.803001403808594,NaN,1.522684033261612e-4,1.249669148819521e-4,0.002030265750363469,1.2650322914123535,0.7528733611106873,0.0014522502897307277,1.7480000257492065,0.36183667182922363,1,4.5,4.5,NaN,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901525_-51.4344816666667_57.7780233333333,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,9,79,4040,0.0944,0.0601,0.037,0.043,0.1974,0.0058,0.0198,0.0052,0.0966,0.0343,0.011,0.0013,0.003,0,0,0.0615,NA,0,0.6922,NA,NA,0.0615,0.6922,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901527,101,248.5,2013-05-15,-51.44316166666667,57.78412,101.11000061035156,3.764525055885315,34.798763275146484,NaN,7.972244202392176e-5,-3.3759795769583434e-5,5.211590323597193e-4,2.9983701705932617,0.7274879813194275,0.0014374597230926156,1.583862066268921,0.3601440191268921,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901527_-51.4431616666667_57.78412,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,8,101,4039,0.0889,0.0578,0.0365,0.0401,0.1826,0.0057,0.019,0.0051,0.099,0.0335,0.0109,0.0012,0.0038,0,0,0.0661,NA,0,0.6731,NA,NA,0.0661,0.6731,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901525,124,293,2013-05-15,-51.43448166666667,57.77802333333333,124.03999837239583,3.818533261617025,34.827510833740234,NaN,1.3080122880637646e-4,-2.2391724996850826e-5,5.709773395210505e-4,0.8313618898391724,0.18979999423027039,6.688336725346744e-4,1.7518844604492188,0.08030000329017639,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901525_-51.4344816666667_57.7780233333333,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,7,124,4038,0.0756,0.062,0.0396,0.0279,0.1143,0.0038,0.0125,4e-4,0.0941,0.0171,0.0065,0,9e-4,0,0,0.0573,NA,0,0.5669,NA,NA,0.0573,0.5669,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901525,150,345,2013-05-15,-51.43448166666667,57.77802333333333,150.03999837239584,3.8016000588734946,34.82699966430664,NaN,1.2795616930816323e-4,-1.9939774574595504e-5,4.435247101355344e-4,0.7784692049026489,0.13855399191379547,5.630610976368189e-4,1.8388960361480713,0.054676998406648636,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901525_-51.4344816666667_57.7780233333333,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,6,150,4037,0.0558,0.0446,0.0132,0.0341,0.1006,0.0041,0.0124,0.0028,0.085,0.0198,0.0084,0,0.0034,0,0,0.0457,NA,0,0.4564,NA,NA,0.0457,0.4564,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901527,177,401.5,2013-05-15,-51.44316166666667,57.78412,176.90999603271484,3.830233335494995,34.83599853515625,NaN,7.631886546732858e-5,-4.953888856107369e-5,1.319972361670807e-4,2.8960013389587402,0.057312000542879105,4.812440020032227e-4,1.9276459217071533,0.02505600079894066,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901527_-51.4431616666667_57.78412,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,5,177,4036,0.0078,0.0081,0,0.0056,0.0193,0.0018,0.0033,0,0.017,0.003,0.0018,0,7e-4,0,0,0.0152,NA,0,0.0913,NA,NA,0.0152,0.0913,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901522,201,429,2013-05-15,-51.43413666666667,57.78071,201.07333374023438,3.7827111085255942,34.840999603271484,315.653564453125,-4.6991381168481894e-5,1.9311060896143317e-4,2.2201692627277225e-4,-2.2873799800872803,0.08760000020265579,4.531307931756601e-4,1.408875584602356,0.025550000369548798,1,5.666666666666667,5.666666666666667,3,1,1,1,4,3,2,0,1,20.35552215576172,3,NaN,NaN,6901522_-51.4341366666667_57.78071,-51.3363,57.8002,labrador,2013-05-14,L3_17_bio,71,4,201,4035,0.0029,0.0032,0,0.0027,0.0079,0,0.001,0,0.0075,0.0017,0.0013,0,5e-4,0,0,0.006,NA,0,0.0359,NA,NA,0.006,0.0359,2013-05-14_-51.3363_57.8002_L3_17_bio_71
6901524,3,16,2013-05-15,-50.35781,58.677141666666664,2.9959999561309814,3.9021400451660155,34.78661880493164,NaN,0.17398790642619133,0.31425735354423523,0.38262946903705597,355.5228576660156,0.17397000268101692,0.0011472178739495575,0.19505000114440918,0.08698500134050846,1,6.6,3,NaN,1,1,1,1,3,2,4,4,NaN,NaN,NaN,NaN,6901524_-50.35781_58.6771416666667,-50.4155,58.6397,labrador,2013-05-15,L3_19,101,24,3,4057,0.0987,0.0566,0.10780000000000001,0.0391,0.0962,0.0088,0.0177,0.0037,0.1055,0.0296,0.0084,0.0026,0.0016,0.001,0,0.0763,NA,0,0.6347,NA,NA,0.0763,0.6415,2013-05-15_-50.4155_58.6397_L3_19_101
6901521,24,110,2013-05-15,-50.33221666666667,58.695973333333335,24.079999923706055,3.8906400203704834,34.78200149536133,330.25177001953125,0.01378233078867197,0.03797407075762749,0.08732032775878906,52.57576560974121,1.1761199831962585,0.002014135243371129,2.0595974922180176,0.5880599915981293,1,5.666666666666667,5.666666666666667,3,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901521_-50.3322166666667_58.6959733333333,-50.4155,58.6397,labrador,2013-05-15,L3_19,101,23,24,4056,0.1147,0.0647,0.1117,0.0506,0.1234,0.0095,0.0207,0.0068,0.1239,0.0432,0.0117,0.0042,0.0027,0.0012,0,0.0822,NA,0,0.721,NA,NA,0.0822,0.7293,2013-05-15_-50.4155_58.6397_L3_19_101
6901524,50,125.5,2013-05-15,-50.35781,58.677141666666664,50.010000228881836,3.808290123939514,34.817710876464844,NaN,7.40665418561548e-4,0.0033344461116939783,0.015560388565063477,6.396574020385742,1.318217158317566,0.0014548271428793669,0.9888857007026672,0.659108579158783,1,4.5,4.5,NaN,1,1,1,1,2,2,4,2,NaN,NaN,NaN,NaN,6901524_-50.35781_58.6771416666667,-50.4155,58.6397,labrador,2013-05-15,L3_19,101,22,50,4055,0.1168,0.0679,0.1238,0.0515,0.1242,0.0096,0.0209,0.007,0.1327,0.0452,0.0123,0.0056,0.003,0.001,0,0.0839,NA,0,0.7506,NA,NA,0.0839,0.7573,2013-05-15_-50.4155_58.6397_L3_19_101
6901521,101,267,2013-05-15,-50.33221666666667,58.695973333333335,101.01333363850911,4.139266649881999,34.84618123372396,315.32000732421875,5.495441655511968e-5,5.315788439475e-5,0.0015317618381232023,2.614017963409424,0.2701440155506134,7.193423807621002e-4,2.4653358459472656,0.1350720077753067,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901521_-50.3322166666667_58.6959733333333,-50.4155,58.6397,labrador,2013-05-15,L3_19,101,21,101,4054,0.0406,0.0379,0.0086,0.0202,0.0762,0.0061,0.015,0.0027,0.0617,0.0121,0.0067,0.0013,0.0021,0,0,0.0609,NA,0,0.3698,NA,NA,0.0609,0.3698,2013-05-15_-50.4155_58.6397_L3_19_101
6901523,220,461,2013-05-15,-50.33659333333333,58.62399,219.82000732421875,3.652050018310547,34.8243522644043,317.9853210449219,5.728930773329921e-5,9.436401160201058e-5,-1.258940901607275e-4,1.3277523517608643,0.10935399681329727,6.224706885404885e-4,1.2740000486373901,0.040077000856399536,1,8,8,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901523_-50.3365933333333_58.62399,-50.4155,58.6397,labrador,2013-05-15,L3_19,101,20,220,4053,0.0017,0.0017,0,0.0015,0.0046,0,0,0,0.0031,7e-4,0,0,0.001,0,0,0.0023,NA,0,0.0191,NA,NA,0.0023,0.0191,2013-05-15_-50.4155_58.6397_L3_19_101
6901646,5,29,2014-06-15,-38.95435166666667,59.6215,5.020000076293945,6.827691459655762,34.83418350219726,NaN,0.0673762196674943,0.09925360605120659,0.13971800729632378,127.96118354797363,8.900524854660034,0.0060438122600317,1.289624959230423,4.450262427330017,1,6.6,3.6,NaN,2.75,2.75,2.75,2.75,2,2,0,2,NaN,NaN,0.7353125214576721,0,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,24,4.9,5030,0.7583,0.1412,0.056600000000000004,0.0084,2.2212,0.022800000000000004,0.0541,0.0158,0.035,0.2223,0.0116,0.0226,0.0219,0,NA,NA,NA,0,2.4595,NA,NA,0.15,2.7754,2014-06-15_-38.9577_59.6235_46_1
6901646,20,73,2014-06-15,-38.95435166666667,59.6215,20,6.820000171661377,34.834999084472656,313.9805908203125,0.0019839501474052668,0.002785385586321354,0.0084268469363451,8.440812110900879,13.483099937438965,0.007164649199694395,1.2669999599456787,6.741549968719482,1,3.3333333333333335,3.3333333333333335,4,1,1,1,1,2,2,0,2,NaN,NaN,0.7181000113487244,0,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,23,19.4,5029,0.6917,0.1485,0.0772,0.0089,2.1506,0.0198,0.055700000000000006,0.019100000000000002,0.0405,0.2223,0.010900000000000002,0.004,0.023,0,NA,NA,NA,0,2.6767,NA,NA,0.1505,2.9339,2014-06-15_-38.9577_59.6235_46_1
6901646,40,106,2014-06-15,-38.95435166666667,59.6215,40.29999923706055,NaN,NaN,304.3861389160156,5.880315711692674e-6,2.558840496931225e-4,2.334305754629895e-4,0.24918857216835022,10.48442268371582,0.006485913414508104,1.3574999570846558,5.24221134185791,1,NaN,NaN,4,1,1,1,1,2,2,0,2,NaN,NaN,0.5799999833106995,0,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,22,40,5028,0.0271,0.0238,0.0078,0.0119,0.0814,0.007200000000000001,0.0214,0.0024,0.0183,0.0072,0.0066,0,0.0031,0,NA,NA,NA,0,0.2399,NA,NA,0.0415,0.2399,2014-06-15_-38.9577_59.6235_46_1
6901646,60,123,2014-06-15,-38.95435166666667,59.6215,59.79999923706055,NaN,NaN,301.3278503417969,-6.661092356807785e-6,2.3380805214401335e-4,1.006948368740268e-4,-0.0020062080584466457,0.1701461523771286,6.419849232770503e-4,1.1764999628067017,0.0850730761885643,1,NaN,NaN,4,1,1,1,1,2,2,0,2,NaN,NaN,0.05000000074505806,0,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,21,59.5,5027,0.0099,0.0102,0,0.0048,0.0329,0.0012,0.004,5e-4,0.0118,0.0039,7e-4,0,0.0016,0,NA,NA,NA,0,0.0814,NA,NA,0.0076,0.0814,2014-06-15_-38.9577_59.6235_46_1
6901646,72,138.5,2014-06-15,-38.95435166666667,59.6215,72.10000038146973,NaN,NaN,307.2262420654297,-6.516220082630753e-6,2.2663103300146759e-4,8.338319821632467e-5,-0.0306807616725564,0.1441749967634678,5.628846702165902e-4,1.3348749577999115,0.0720874983817339,1,NaN,NaN,4,4.5,4.5,4.5,4.5,3.5,3.5,2,3.5,NaN,NaN,0.045699999667704105,2,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,20,79.5,5026,0.0047,0.0048,0,0.0034,0.0144,0,0.0018000000000000002,0,0.0051,0.002,6.000000000000001e-4,0,0.001,0,NA,NA,NA,0,0.0407,NA,NA,0.0036,0.0407,2014-06-15_-38.9577_59.6235_46_1
6901646,72,138.5,2014-06-15,-38.95435166666667,59.6215,72.10000038146973,NaN,NaN,307.2262420654297,-6.516220082630753e-6,2.2663103300146759e-4,8.338319821632467e-5,-0.0306807616725564,0.1441749967634678,5.628846702165902e-4,1.3348749577999115,0.0720874983817339,1,NaN,NaN,4,4.5,4.5,4.5,4.5,3.5,3.5,2,3.5,NaN,NaN,0.045699999667704105,2,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,19,99,5025,0.0025,0.0023,0,0.0026,0.0071,0,0.0011,0,0.0031,0.001,0,0,8e-4,0,NA,NA,NA,0,0.0208,NA,NA,0.002,0.0208,2014-06-15_-38.9577_59.6235_46_1
6901646,72,138.5,2014-06-15,-38.95435166666667,59.6215,72.10000038146973,NaN,NaN,307.2262420654297,-6.516220082630753e-6,2.2663103300146759e-4,8.338319821632467e-5,-0.0306807616725564,0.1441749967634678,5.628846702165902e-4,1.3348749577999115,0.0720874983817339,1,NaN,NaN,4,4.5,4.5,4.5,4.5,3.5,3.5,2,3.5,NaN,NaN,0.045699999667704105,2,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,18,148.1,5024,0.0037,0.0013,0,0.0016,0.0119,0,0,0,0.0019,0.0013,5e-4,0,7e-4,0,NA,NA,NA,0,0.0243,NA,NA,0.0014,0.0243,2014-06-15_-38.9577_59.6235_46_1
6901646,72,138.5,2014-06-15,-38.95435166666667,59.6215,72.10000038146973,NaN,NaN,307.2262420654297,-6.516220082630753e-6,2.2663103300146759e-4,8.338319821632467e-5,-0.0306807616725564,0.1441749967634678,5.628846702165902e-4,1.3348749577999115,0.0720874983817339,1,NaN,NaN,4,4.5,4.5,4.5,4.5,3.5,3.5,2,3.5,NaN,NaN,0.045699999667704105,2,6901646_-38.9543516666667_59.6215,-38.9577,59.6235,lovbio059c,2014-06-15,46,1,17,197.4,5023,0.0042,0.0012,0,9e-4,0.0087,0,0,0,0.0012,6e-4,7e-4,0,4e-4,0,NA,NA,NA,0,0.0198,NA,NA,7e-4,0.0198,2014-06-15_-38.9577_59.6235_46_1
6901486,1,3.5,2013-06-17,-30.176616666666668,62.79011333333333,0.9800000091393789,8.2634646097819,35.01100476582845,326.4405517578125,0.07529333047568798,0.12754584103822708,0.1510300152003765,162.69744491577148,2.8362324833869934,0.004587472067214549,1.824524998664856,2.0585999488830566,1,3.5,3,3,1,1,1,1,3,3.5,2,5.75,NaN,NaN,NaN,NaN,6901486_-30.1766166666667_62.7901133333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,10,0,4529,0.1654,0.0389,0,0.0076,0.1125,0.006,0.0173,0.0018,0.0969,0.0465,0.0217,0.0036,0.0158,7e-4,0,0.0201,NA,0,0.2181,NA,NA,0.0201,0.2181,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901482,10,69.5,2013-06-17,-30.183088333333334,62.78810333333333,9.809999942779541,8.166759967803955,35.01156044006348,NaN,0.01478665384153525,0.027675353611509006,0.04338637491067251,35.12056350708008,6.810474236806233,0.003971592057496309,0.7532524863878886,3.4088871479034424,1,6.25,6.25,NaN,1,1,1,1,3.3333333333333335,2,0,4,NaN,NaN,NaN,NaN,6901482_-30.1830883333333_62.7881033333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,9,10,4528,0.1413,0.0296,0,0.0074,0.1154,0.0051,0.0155,0.0013,0.1107,0.0341,0.0177,0.0027,0.0151,5e-4,0,0.0172,NA,0,0.2225,NA,NA,0.0172,0.2225,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901480,20,92,2013-06-17,-30.187591666666666,62.78617833333333,20.03999964396159,7.899680137634277,35.039007822672524,NaN,0.001527187880128622,0.003221884835511446,0.008152303285896778,6.628007411956787,8.43606185913086,0.004410556051880121,1.1634999513626099,4.207080841064453,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901480_-30.1875916666667_62.7861783333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,8,20,4527,0.0933,0.0449,0,0.0088,0.1099,0.0044,0.0136,7e-4,0.1183,0.0188,0.0076,9e-4,0.0234,3e-4,0,0.0167,NA,0,0.1921,NA,NA,0.0167,0.1921,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901486,30,88,2013-06-17,-30.176616666666668,62.79011333333333,29.946666717529297,7.652628421783447,35.037007649739586,299.67437744140625,5.213801632635295e-4,5.7936180382967e-4,0.0030501235742121935,2.407681941986084,4.212100028991699,0.004907852970063686,1.820020079612732,2.0914499759674072,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901486_-30.1766166666667_62.7901133333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,7,30,4526,0.1906,0.1319,0,0.0215,0.3006,0.0025,0.0192,8e-4,0.2272,0.0327,0.0035,0.0013,0.0061,5e-4,0,0.0082,NA,0,0.2996,NA,NA,0.0082,0.2996,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901484,50,121,2013-06-17,-30.174353333333332,62.79560333333333,49.90000025431315,7.117818196614583,35.058180491129555,294.0577850341797,-1.322847092524171e-4,1.2656652870646212e-5,4.5608381697093137e-5,1.1466626524925232,0.6789000034332275,0.0027472239453345537,1.4448000192642212,0.33215001225471497,1,5.666666666666667,5.666666666666667,3,1,1,1,1,3,2,0,1,11.951266288757324,3,NaN,NaN,6901484_-30.1743533333333_62.7956033333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,6,50,4525,0.056,0.0309,0,0.0043,0.0883,0.0018,0.0065,5e-4,0.044,0.0155,0.005,9e-4,0.0177,5e-4,0,0.0078,NA,0,0.1233,NA,NA,0.0078,0.1233,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901480,100,255.5,2013-06-17,-30.187591666666666,62.78617833333333,100.11000061035156,6.586166858673096,35.03499984741211,NaN,-1.162672633654438e-4,2.449601888656616e-4,1.2832885840907693e-4,0.4200054109096527,0.07329200208187103,0.0013751854421570897,0.9021599888801575,0.025696000084280968,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901480_-30.1875916666667_62.7861783333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,5,100,4524,0.0019,0.001,0,4e-4,0.0029,0,0,0,0.0027,6e-4,4e-4,0,0.0039,0,0,0,NA,0,0.0044,NA,NA,0,0.0044,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901480,200,449.5,2013-06-17,-30.187591666666666,62.78617833333333,199.9600067138672,6.188000202178955,35.02000045776367,NaN,-1.1779509077314287e-4,2.6585737941786647e-4,9.188333206111565e-5,0.42666295170783997,0.02177833393216133,7.327909697778523e-4,1.0754916667938232,-6.083333573769778e-5,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901480_-30.1875916666667_62.7861783333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,4,200,4523,0.0014,9e-4,0,4e-4,0.0024,0,0,0,0.0015,5e-4,6e-4,0,0.002,3e-4,0,0,NA,0,0.0034,NA,NA,0,0.0034,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901485,300,533,2013-06-17,-30.18771,62.782203333333335,300.1400146484375,5.785216331481934,35.0054817199707,268.44091796875,NaN,NaN,NaN,NaN,0.12952615320682526,3.915849083568901e-4,1.457911491394043,0.06476307660341263,1,8,8,3,NaN,NaN,NaN,NaN,3,2,0,3,16.963403701782227,3,NaN,NaN,6901485_-30.18771_62.7822033333333,-30.2972,62.75,irs,2013-06-16,2013-06-16,a0263.hex,3,300,4522,5e-4,9e-4,0,0,9e-4,0,0,0,0.0011,2e-4,0,0,0.0017,0,0,0,NA,0,0.0011,NA,NA,0,0.0011,2013-06-16_-30.2972_62.75_2013-06-16_a0263.hex
6901647,5,29.5,2014-06-09,-26.715913333333333,55.529241666666664,5.003333330154419,10.46075709660848,35.07449150085449,NaN,0.20745805501937867,0.37695968747138975,0.49521132111549376,394.7449951171875,0.8253380060195923,0.004248168505728245,1.2271620035171509,1.4089000225067139,1,6.833333333333333,3,NaN,2.4,2.4,2.4,2.4,3,3.2,1.6,5.6,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,24,4.9,5040,0.1752,0.1486,0.0375,0.0968,0.1957,0.0096,0.0171,0.0091,0.5113,0.1238,0.0089,0.0079,0.010400000000000001,0,NA,NA,NA,0,1.0408,NA,NA,0.0469,1.0408,2014-06-09_-26.7036_55.5148_32_15
6901647,10,58,2014-06-09,-26.715913333333333,55.529241666666664,9.944000053405762,10.410721588134766,35.07642135620117,NaN,0.07946836948394775,0.158368319272995,0.24629153311252594,166.50949096679688,1.4230133295059204,0.004380853846669197,1.276416689157486,1.4089000225067139,1,5.2,5.2,NaN,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,21,9.9,5039,0.1727,0.1427,0.0394,0.0989,0.1931,0.0105,0.0175,0.0086,0.5113,0.122,0.0094,0.0096,0.011400000000000002,0.002,NA,NA,NA,0,1.0462,NA,NA,0.046,1.0462,2014-06-09_-26.7036_55.5148_32_15
6901647,15,69,2014-06-09,-26.715913333333333,55.529241666666664,15.220000267028809,10.393899917602539,35.07600021362305,NaN,0.04334944114089012,0.09851521998643875,0.19357697665691376,121.17359924316406,2.499958038330078,0.004599755629897118,0.6072739958763123,1.4089000225067139,1,8,8,NaN,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,20,14.9,5038,0.1904,0.1701,0.0402,0.101,0.2054,0.0103,0.0182,0.0092,0.53,0.1197,0.0092,0.0077,0.0107,0.0019,NA,NA,NA,0,1.0994,NA,NA,0.0524,1.0994,2014-06-09_-26.7036_55.5148_32_15
6901647,25,89,2014-06-09,-26.715913333333333,55.529241666666664,24.93999989827474,10.362725257873535,35.071998596191406,NaN,0.007880638353526592,0.02134946547448635,0.056864410638809204,31.970273971557617,2.877660036087036,0.004019793588668108,0.991100013256073,1.4169299602508545,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,19,25.3,5037,0.1744,0.145,0.0402,0.0999,0.2144,0.011400000000000002,0.0196,0.009000000000000001,0.5367,0.0841,0.0063,0.0045000000000000005,0.0121,0.0021000000000000003,NA,NA,NA,0,1.0509,NA,NA,0.0486,1.0509,2014-06-09_-26.7036_55.5148_32_15
6901647,34,108.5,2014-06-09,-26.715913333333333,55.529241666666664,34.209999084472656,9.46049976348877,35.03300094604492,NaN,0.0016396333230659366,0.005834315903484821,0.021177487447857857,10.628007888793945,2.066922187805176,0.002910080598667264,1.7028900384902954,1.0115610361099243,1,4.5,4.5,NaN,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,16,34.2,5036,0.1351,0.1277,0.0232,0.0723,0.1924,0.0087,0.0203,0.0079,0.3863,0.0517,0.0056,0.002,0.0095,0.002,NA,NA,NA,0,0.8113,NA,NA,0.0545,0.8113,2014-06-09_-26.7036_55.5148_32_15
6901647,46,131,2014-06-09,-26.715913333333333,55.529241666666664,46.039999643961586,8.472599983215332,35.00151824951172,NaN,1.772841060301289e-4,0.0015729042934253812,0.008786565624177456,3.6503076553344727,1.1730436086654663,0.0011710415128618479,1.0877526998519897,0.5646218061447144,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,15,45.8,5035,0.0701,0.0906,0,0.0604,0.1256,0.0083,0.0341,0.0022,0.2144,0.0192,0.0112,0,0.0027,0,NA,NA,NA,0,0.5505,NA,NA,0.0538,0.5505,2014-06-09_-26.7036_55.5148_32_15
6901647,70,176,2014-06-09,-26.715913333333333,55.529241666666664,70.13999938964844,8.589142799377441,35.04388427734375,NaN,-1.523881364846602e-4,2.0848510030191392e-4,0.0022470455151051283,0.537382185459137,0.7946381568908691,0.0018303109100088477,1.6070563793182373,0.37541908025741577,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,9,69.7,5034,0.043,0.0653,0,0.0418,0.0862,0.0016,0.015100000000000002,8e-4,0.1374,0.0116,0.0078,0,0.0015,8e-4,NA,NA,NA,0,0.3274,NA,NA,0.0134,0.3274,2014-06-09_-26.7036_55.5148_32_15
6901647,83,200,2014-06-09,-26.715913333333333,55.529241666666664,83.073333740234375,8.705466906229654,35.077999114990234,NaN,-1.7033978656399995e-4,1.1863293912028894e-4,0.0012128936359658837,0.16538776457309723,0.3323933184146881,0.0010165865533053875,1.360509991645813,0.14429666101932526,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,6,83.5,5033,0.0242,0.0358,0,0.0178,0.0586,3e-4,0.0066,3e-4,0.071,0.0072,0.0033,0,0.0011,0,NA,NA,NA,0,0.1801,NA,NA,0.004,0.1801,2014-06-09_-26.7036_55.5148_32_15
6901647,149,322.5,2014-06-09,-26.715913333333333,55.529241666666664,148.66000366210938,7.73661994934082,34.955881118774414,NaN,-1.7925426072906703e-4,6.832598592154682e-5,2.4046168255154043e-4,-0.12446484714746475,0.05085666850209236,3.5036850022152066e-4,1.348496675491333,0.0035283335018903017,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,2,149.2,5032,0.0047,0.0044,0,0.0017,0.0182,0,0.0014,0,0.0076,0.0019,0.0012,0,8e-4,0,NA,NA,NA,0,0.037,NA,NA,0,0.037,2014-06-09_-26.7036_55.5148_32_15
6901647,198,423.5,2014-06-09,-26.715913333333333,55.529241666666664,198.20999908447266,8.107999801635742,35.059810638427734,NaN,-1.8072851526085287e-4,7.471931166946888e-5,1.9524556410033256e-4,-0.12760907411575317,0.0173374991863966,3.5790642141364515e-4,1.214097499847412,-0.013231250457465649,1,4.5,4.5,NaN,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901647_-26.7159133333333_55.5292416666667,-26.7036,55.5148,lovbio061c,2014-06-09,32,15,1,198.1,5031,0.0031,0.0011,0,9e-4,0.0079,0,0,0,0.003,0.0011,0.0019,0,0,0,NA,NA,NA,0,0.0204,NA,NA,0,0.0204,2014-06-09_-26.7036_55.5148_32_15
