  Cycle   ACYCAA01:1  ATTNDR01:1  CPHLPS01:1  DOXYSC01:1  DWIRPP01:1  OXYSSC01:1  POPTDR01:1  POTMCV01:1  PRESPR01:1  PSALCC01:1  SIGTPR01:1  TEMPST01:1  UWIRPP01:1  
Number              f           f           f           f           f           f           f           f           f           f           f           f           f 
     220)        220       0.043        0.11       204.1        0.00       83.45      98.920      16.716      223.00      35.763      26.168      16.749        0.00 
     221)        221       0.043        0.09       203.7        0.00       83.19      98.930      16.653      224.00      35.752      26.175      16.686        0.00 
     222)        222       0.043        0.10       203.7        0.00       83.07      98.940      16.580      225.00      35.738      26.181      16.613        0.00 
     223)        223       0.042        0.12       203.9        0.00       83.05      98.950      16.516      226.00      35.728      26.189      16.549        0.00 
     224)        224       0.042        0.11       204.0        0.00       82.99      98.950      16.467      227.00      35.720      26.194      16.500        0.00 
     225)        225       0.042        0.10       204.0        0.00       82.99      98.960      16.453      228.00      35.717      26.195      16.486        0.00 
     226)        226       0.041        0.10       203.7        0.00       82.83      98.970      16.428      229.00      35.712      26.197      16.461        0.00 
     227)        227       0.041        0.11       203.1        0.00       82.51      98.970      16.402      230.00      35.706      26.199      16.435        0.00 
     228)        228       0.042        0.10       203.0        0.00       82.35      98.950      16.320      231.00      35.693      26.208      16.353        0.00 
     229)        229       0.041        0.08       203.0        0.00       82.28      98.970      16.290      232.00      35.688      26.211      16.324        0.00 
     230)        230       0.042        0.08       202.6        0.00       82.14      98.960      16.284      233.00      35.687      26.211      16.318        0.00 
     231)        231       0.041        0.07       202.1        0.00       81.90      98.970      16.269      234.00      35.684      26.213      16.303        0.00 
     232)        232       0.041        0.07       201.4        0.00       81.43      98.970      16.153      235.00      35.664      26.224      16.187        0.00 
     233)        233       0.041        0.03       201.2        0.00       81.24      98.990      16.084      236.00      35.654      26.232      16.118        0.00 
     234)        234       0.040        0.02       201.1        0.00       81.18      99.000      16.075      237.00      35.652      26.233      16.109        0.00 
     235)        235       0.040        0.01       201.2        0.00       81.20      99.000      16.061      238.00      35.648      26.233      16.095        0.00 
     236)        236       0.040        0.01       201.3        0.00       81.20      99.000      16.049      239.00      35.646      26.234      16.083        0.00 
     237)        237       0.040        0.00       201.1        0.00       81.09      98.990      16.039      240.00      35.644      26.235      16.073        0.00 
     238)        238       0.040        0.00       200.1        0.00       80.64      99.000      15.991      241.00      35.635      26.239      16.026        0.00 
     239)        239       0.040        0.01       200.1        0.00       80.48      99.000      15.894      242.00      35.620      26.250      15.929        0.00 
     240)        240       0.040       -0.00M      200.5        0.00       80.55      99.000      15.845      243.00      35.612      26.255      15.880        0.00 
     241)        241       0.040       -0.00M      200.7        0.00       80.58      99.020      15.828      244.00      35.609      26.256      15.863        0.00 
     242)        242       0.040        0.02       200.4        0.00       80.47      98.990      15.821      245.00      35.607      26.257      15.856        0.00 
     243)        243       0.040        0.03       200.3        0.00       80.35      99.020      15.768      246.00      35.597      26.261      15.803        0.00 
     244)        244       0.040        0.01       200.4        0.00       80.32      99.010      15.726      247.00      35.591      26.266      15.761        0.00 
     245)        245       0.039        0.03       201.0        0.00       80.48      99.030      15.698      248.00      35.586      26.268      15.733        0.00 
     246)        246       0.039        0.07       201.0        0.00       80.47      99.030      15.693      249.00      35.585      26.269      15.728        0.00 
     247)        247       0.039        0.08       201.1        0.00       80.49      99.030      15.680      250.00      35.584      26.271      15.716        0.00 
     248)        248       0.039        0.06       200.5        0.00       80.17      99.020      15.625      251.00      35.573      26.275      15.661        0.00 
     249)        249       0.039        0.06       199.8        0.00       79.62      99.030      15.443      252.00      35.544      26.294      15.479        0.00 
     250)        250       0.038        0.05       199.6        0.00       79.33      99.040      15.326      253.00      35.527      26.307      15.361        0.00 
     251)        251       0.038        0.03       198.8        0.00       78.98      99.050      15.300      254.00      35.521      26.308      15.336        0.00 
     252)        252       0.038       -0.00M      199.2        0.00       78.88      99.050      15.157      255.00      35.499      26.323      15.193        0.00 
     253)        253       0.038       -0.03M      199.2        0.00       78.85      99.060      15.137      256.00      35.497      26.326      15.173        0.00 
     254)        254       0.038       -0.01M      199.0        0.00       78.78      99.060      15.131      257.00      35.495      26.326      15.167        0.00 
     255)        255       0.039       -0.00M      198.9        0.00       78.69      99.040      15.108      258.00      35.489      26.326      15.144        0.00 
     256)        256       0.037       -0.01M      198.5        0.00       78.45      99.070      15.068      259.00      35.482      26.329      15.104        0.00 
     257)        257       0.038       -0.02M      198.5        0.00       78.35      99.060      14.982      260.00      35.469      26.338      15.018        0.00 
     258)        258       0.038       -0.04M      198.7        0.00       78.32      99.070      14.926      261.00      35.461      26.345      14.962        0.00 
     259)        259       0.037       -0.04M      198.4        0.00       78.13      99.080      14.892      262.00      35.456      26.348      14.928        0.00 
     260)        260       0.037       -0.04M      198.3        0.00       78.05      99.080      14.870      263.00      35.452      26.350      14.906        0.00 
     261)        261       0.037       -0.04M      198.5        0.00       78.13      99.080      14.849      264.00      35.448      26.352      14.885        0.00 
     262)        262       0.037       -0.05M      199.0        0.00       78.28      99.080      14.831      265.00      35.445      26.353      14.868        0.00 
     263)        263       0.037       -0.06M      198.5        0.00       78.16      99.080      14.863      266.00      35.452      26.351      14.900        0.00 
     264)        264       0.037       -0.04M      198.1        0.00       77.82      99.080      14.770      267.00      35.434      26.358      14.807        0.00 
     265)        265       0.037       -0.04M      197.5        0.00       77.47      99.080      14.683      268.00      35.423      26.368      14.720        0.00 
     266)        266       0.037       -0.03M      197.4        0.00       77.29      99.090      14.597      269.00      35.411      26.378      14.634        0.00 
     267)        267       0.037       -0.05M      197.5        0.00       77.23      99.090      14.548      270.00      35.405      26.384      14.585        0.00 
     268)        268       0.037       -0.05M      197.3        0.00       77.13      99.080      14.529      271.00      35.401      26.385      14.566        0.00 
     269)        269       0.037       -0.06M      197.4        0.00       77.13      99.090      14.496      272.00      35.395      26.387      14.533        0.00 
     270)        270       0.037       -0.05M      197.5        0.00       77.14      99.080      14.480      273.00      35.393      26.389      14.517        0.00 
     271)        271       0.036       -0.04M      197.2        0.00       76.98      99.100      14.447      274.00      35.388      26.393      14.484        0.00 
     272)        272       0.036       -0.05M      197.1        0.00       76.83      99.100      14.402      275.00      35.380      26.396      14.439        0.00 
     273)        273       0.036       -0.04M      197.1        0.00       76.79      99.100      14.379      276.00      35.376      26.398      14.416        0.00 
     274)        274       0.036       -0.05M      197.0        0.00       76.73      99.100      14.362      277.00      35.373      26.399      14.400        0.00 
     275)        275       0.036       -0.04M      196.6        0.00       76.53      99.100      14.331      278.00      35.369      26.403      14.369        0.00 
     276)        276       0.036       -0.06M      196.1        0.00       76.30      99.100      14.305      279.00      35.365      26.405      14.343        0.00 
     277)        277       0.037       -0.06M      196.1        0.00       76.18      99.090      14.231      280.00      35.353      26.412      14.269        0.00 
     278)        278       0.036       -0.05M      196.0        0.00       76.03      99.090      14.162      281.00      35.345      26.420      14.200        0.00 
     279)        279       0.036       -0.05M      195.9        0.00       75.95      99.100      14.135      282.00      35.340      26.422      14.173        0.00 
     280)        280       0.036       -0.04M      195.3        0.00       75.65      99.100      14.095      283.00      35.335      26.427      14.133        0.00 
     281)        281       0.036       -0.05M      195.1        0.00       75.50      99.100      14.049      284.00      35.328      26.431      14.087        0.00 
     282)        282       0.036       -0.06M      195.0        0.00       75.39      99.100      14.007      285.00      35.321      26.435      14.045        0.00 
     283)        283       0.036       -0.06M      194.9        0.00       75.30      99.100      13.958      286.00      35.313      26.439      13.996        0.00 
     284)        284       0.036       -0.06M      194.8        0.00       75.18      99.110      13.907      287.00      35.307      26.445      13.945        0.00 
     285)        285       0.036       -0.04M      194.7        0.00       75.10      99.100      13.884      288.00      35.304      26.447      13.922        0.00 
     286)        286       0.036       -0.04M      194.7        0.00       75.07      99.100      13.873      289.00      35.302      26.448      13.912        0.00 
     287)        287       0.036       -0.05M      194.4        0.00       74.90      99.110      13.848      290.00      35.298      26.450      13.887        0.00 
     288)        288       0.036       -0.03M      194.1        0.00       74.73      99.100      13.813      291.00      35.293      26.454      13.852        0.00 
     289)        289       0.036        0.00       194.0        0.00       74.64      99.100      13.767      292.00      35.287      26.459      13.806        0.00 
     290)        290       0.036       -0.00M      193.7        0.00       74.44      99.110      13.720      293.00      35.280      26.463      13.759        0.00 
     291)        291       0.036       -0.05M      193.6        0.00       74.31      99.120      13.663      294.00      35.272      26.469      13.702        0.00 
     292)        292       0.036       -0.06M      193.7        0.00       74.32      99.110      13.632      295.00      35.268      26.472      13.671        0.00 
     293)        293       0.036       -0.06M      193.8        0.00       74.31      99.120      13.614      296.00      35.265      26.474      13.653        0.00 
     294)        294       0.036       -0.04M      193.7        0.00       74.25      99.120      13.600      297.00      35.263      26.475      13.639        0.00 
     295)        295       0.035       -0.05M      193.4        0.00       74.12      99.130      13.586      298.00      35.261      26.476      13.625        0.00 
     296)        296       0.035       -0.05M      192.8        0.00       73.81      99.130      13.540      299.00      35.254      26.480      13.579        0.00 
     297)        297       0.035       -0.05M      192.4        0.00       73.56      99.130      13.479      300.00      35.246      26.487      13.518        0.00 
     298)        298       0.035       -0.04M      192.0        0.00       73.38      99.130      13.453      301.00      35.242      26.489      13.492        0.00 
     299)        299       0.035       -0.03M      192.0        0.00       73.25      99.130      13.372      302.00      35.231      26.497      13.411        0.00 
     300)        300       0.035       -0.03M      191.8        0.00       73.09      99.130      13.327      303.00      35.225      26.502      13.367        0.00 
     301)        301       0.035       -0.01M      191.9        0.00       73.11      99.120      13.316      304.00      35.223      26.502      13.356        0.00 
     302)        302       0.035       -0.03M      191.9        0.00       73.12      99.130      13.313      305.00      35.223      26.503      13.353        0.00 
     303)        303       0.035       -0.02M      191.8        0.00       73.08      99.130      13.309      306.00      35.222      26.503      13.349        0.00 
     304)        304       0.035       -0.02M      191.5        0.00       72.94      99.130      13.291      307.00      35.220      26.505      13.331        0.00 
     305)        305       0.035       -0.05M      191.4        0.00       72.85      99.130      13.257      308.00      35.215      26.508      13.297        0.00 
     306)        306       0.035       -0.04M      191.3        0.00       72.74      99.120      13.206      309.00      35.208      26.513      13.246        0.00 
     307)        307       0.035       -0.05M      191.2        0.00       72.62      99.130      13.168      310.00      35.203      26.517      13.208        0.00 
     308)        308       0.035       -0.06M      191.0        0.00       72.47      99.130      13.120      311.00      35.196      26.521      13.160        0.00 
     309)        309       0.035       -0.06M      191.0        0.00       72.40      99.130      13.058      312.00      35.188      26.528      13.098        0.00 
     310)        310       0.034       -0.06M      191.0        0.00       72.35      99.150      13.039      313.00      35.187      26.531      13.079        0.00 
     311)        311       0.035       -0.05M      190.9        0.00       72.31      99.140      13.035      314.00      35.186      26.531      13.075        0.00 
     312)        312       0.035       -0.03M      190.9        0.00       72.30      99.140      13.031      315.00      35.186      26.532      13.072        0.00 
     313)        313       0.035       -0.00M      190.8        0.00       72.28      99.130      13.028      316.00      35.186      26.532      13.069        0.00 
     314)        314       0.035       -0.02M      190.7        0.00       72.20      99.130      13.025      317.00      35.185      26.532      13.066        0.00 
     315)        315       0.035       -0.00M      190.7        0.00       72.18      99.130      13.000      318.00      35.181      26.534      13.041        0.00 
     316)        316       0.034       -0.01M      190.6        0.00       72.12      99.140      12.985      319.00      35.180      26.536      13.026        0.00 
     317)        317       0.035        0.02       190.7        0.00       72.15      99.130      12.979      320.00      35.179      26.537      13.020        0.00 
     318)        318       0.034        0.02       190.7        0.00       72.18      99.140      12.985      321.00      35.180      26.536      13.026        0.00 
     319)        319       0.034        0.02       190.5        0.00       72.06      99.150      12.979      322.00      35.179      26.537      13.021        0.00 
     320)        320       0.034        0.05       190.2        0.00       71.93      99.140      12.956      323.00      35.175      26.538      12.998        0.00 
     321)        321       0.034        0.04       190.3        0.00       71.90      99.140      12.912      324.00      35.169      26.542      12.954        0.00 
     322)        322       0.034        0.03       190.3        0.00       71.87      99.140      12.890      325.00      35.166      26.544      12.932        0.00 
     323)        323       0.034        0.02       190.0        0.00       71.69      99.140      12.847      326.00      35.159      26.548      12.889        0.00 
     324)        324       0.034        0.00       189.9        0.00       71.56      99.150      12.784      327.00      35.151      26.554      12.826        0.00 
     325)        325       0.034        0.00       190.1        0.00       71.52      99.150      12.711      328.00      35.141      26.561      12.753        0.00 
     326)        326       0.034       -0.01M      189.8        0.00       71.36      99.150      12.679      329.00      35.137      26.564      12.721        0.00 
     327)        327       0.034       -0.01M      189.6        0.00       71.24      99.150      12.657      330.00      35.134      26.566      12.699        0.00 
     328)        328       0.034        0.01       189.6        0.00       71.23      99.150      12.639      331.00      35.131      26.567      12.681        0.00 
     329)        329       0.034       -0.00M      189.9        0.00       71.29      99.140      12.623      332.00      35.129      26.569      12.665        0.00 
     330)        330       0.034       -0.02M      190.0        0.00       71.33      99.140      12.614      333.00      35.128      26.570      12.656        0.00 
     331)        331       0.035       -0.03M      189.9        0.00       71.27      99.140      12.606      334.00      35.127      26.571      12.648        0.00 
     332)        332       0.034       -0.01M      189.4        0.00       71.09      99.150      12.594      335.00      35.126      26.572      12.636        0.00 
     333)        333       0.034       -0.01M      189.3        0.00       70.98      99.150      12.561      336.00      35.122      26.576      12.604        0.00 
     334)        334       0.034       -0.04M      189.3        0.00       70.93      99.150      12.512      337.00      35.116      26.581      12.555        0.00 
     335)        335       0.034       -0.03M      189.1        0.00       70.80      99.140      12.487      338.00      35.113      26.583      12.530        0.00 
     336)        336       0.034       -0.05M      188.8        0.00       70.60      99.150      12.438      339.00      35.107      26.588      12.481        0.00 
     337)        337       0.034       -0.04M      188.6        0.00       70.43      99.150      12.359      340.00      35.097      26.596      12.402        0.00 
     338)        338       0.034       -0.01M      188.3        0.00       70.27      99.150      12.327      341.00      35.093      26.599      12.370        0.00 
     339)        339       0.034       -0.02M      188.1        0.00       70.12      99.150      12.290      342.00      35.088      26.602      12.333        0.00 
     340)        340       0.034       -0.02M      187.8        0.00       69.98      99.150      12.268      343.00      35.085      26.604      12.311        0.00 
     341)        341       0.033       -0.01M      187.7        0.00       69.94      99.170      12.265      344.00      35.084      26.604      12.308        0.00 
     342)        342       0.034       -0.00M      188.0        0.00       70.07      99.160      12.265      345.00      35.087      26.606      12.308        0.00 
     343)        343       0.034       -0.01M      187.9        0.00       70.09      99.150      12.330      346.00      35.093      26.599      12.373        0.00 
     344)        344       0.034       -0.04M      187.4        0.00       69.77      99.150      12.221      347.00      35.079      26.609      12.264        0.00 
     345)        345       0.034       -0.03M      186.5        0.00       69.37      99.150      12.186      348.00      35.074      26.612      12.229        0.00 
     346)        346       0.034       -0.03M      186.0        0.00       69.05      99.170      12.091      349.00      35.062      26.621      12.134        0.00 
     347)        347       0.034       -0.05M      185.8        0.00       68.85      99.170      12.012      350.00      35.054      26.630      12.055        0.00 
     348)        348       0.034       -0.03M      185.2        0.00       68.58      99.170      11.990      351.00      35.050      26.631      12.033        0.00 
     349)        349       0.034       -0.03M      184.8        0.00       68.33      99.150      11.920      352.00      35.041      26.637      11.963        0.00 
     350)        350       0.034       -0.04M      184.4        0.00       68.11      99.150      11.852      353.00      35.034      26.645      11.895        0.00 
     351)        351       0.034       -0.04M      184.3        0.00       68.02      99.150      11.817      354.00      35.030      26.648      11.860        0.00 
     352)        352       0.034       -0.03M      184.0        0.00       67.85      99.160      11.796      355.00      35.027      26.650      11.839        0.00 
     353)        353       0.034       -0.04M      183.6        0.00       67.65      99.150      11.757      356.00      35.022      26.653      11.800        0.00 
     354)        354       0.033       -0.03M      183.4        0.00       67.53      99.170      11.710      357.00      35.017      26.658      11.753        0.00 
     355)        355       0.033       -0.03M      183.3        0.00       67.46      99.170      11.685      358.00      35.014      26.661      11.729        0.00 
     356)        356       0.034       -0.03M      182.9        0.00       67.28      99.160      11.660      359.00      35.012      26.664      11.704        0.00 
     357)        357       0.034       -0.02M      182.4        0.00       67.05      99.150      11.636      360.00      35.008      26.665      11.680        0.00 
     358)        358       0.033       -0.01M      182.4        0.00       66.96      99.170      11.575      361.00      35.001      26.671      11.619        0.00 
     359)        359       0.034       -0.02M      182.6        0.00       66.96      99.150      11.528      362.00      34.996      26.676      11.572        0.00 
     360)        360       0.034       -0.00M      182.3        0.00       66.84      99.160      11.517      363.00      34.994      26.677      11.561        0.00 
     361)        361       0.033        0.02       182.0        0.00       66.65      99.170      11.461      364.00      34.987      26.682      11.505        0.00 
     362)        362       0.033        0.00       182.3        0.00       66.69      99.170      11.413      365.00      34.982      26.687      11.457        0.00 
     363)        363       0.034       -0.01M      182.5        0.00       66.73      99.170      11.406      366.00      34.981      26.687      11.450        0.00 
     364)        364       0.034       -0.04M      182.2        0.00       66.63      99.170      11.397      367.00      34.980      26.688      11.441        0.00 
     365)        365       0.033       -0.03M      182.2        0.00       66.60      99.170      11.375      368.00      34.977      26.690      11.419        0.00 
     366)        366       0.033       -0.03M      182.4        0.00       66.61      99.170      11.347      369.00      34.974      26.693      11.391        0.00 
     367)        367       0.033        0.01       182.4        0.00       66.57      99.170      11.308      370.00      34.969      26.696      11.352        0.00 
     368)        368       0.033        0.04       182.2        0.00       66.42      99.180      11.268      371.00      34.964      26.699      11.312        0.00 
     369)        369       0.033        0.06       181.6        0.00       66.14      99.180      11.216      372.00      34.958      26.704      11.260        0.00 
     370)        370       0.033        0.06       180.9        0.00       65.81      99.180      11.156      373.00      34.951      26.710      11.200        0.00 
     371)        371       0.033        0.08       180.7        0.00       65.63      99.170      11.098      374.00      34.945      26.716      11.142        0.00 
     372)        372       0.033        0.06       180.3        0.00       65.46      99.180      11.065      375.00      34.942      26.719      11.109        0.00 
     373)        373       0.033        0.03       180.4        0.00       65.45      99.170      11.045      376.00      34.940      26.722      11.089        0.00 
     374)        374       0.034        0.05       180.5        0.00       65.49      99.170      11.035      377.00      34.939      26.723      11.079        0.00 
     375)        375       0.033        0.05       180.2        0.00       65.33      99.180      11.007      378.00      34.935      26.725      11.051        0.00 
     376)        376       0.033        0.07       179.5        0.00       64.99      99.180      10.951      379.00      34.929      26.730      10.995        0.00 
     377)        377       0.033        0.07       178.8        0.00       64.66      99.180      10.905      380.00      34.924      26.734      10.949        0.00 
     378)        378       0.033        0.06       178.2        0.00       64.44      99.170      10.881      381.00      34.922      26.737      10.926        0.00 
     379)        379       0.033        0.04       177.9        0.00       64.30      99.170      10.870      382.00      34.921      26.738      10.915        0.00 
     380)        380       0.033        0.01       177.6        0.00       64.18      99.180      10.860      383.00      34.920      26.739      10.905        0.00 
     381)        381       0.033        0.02       177.2        0.00       64.01      99.180      10.841      384.00      34.918      26.741      10.886        0.00 
     382)        382       0.033        0.05       176.8        0.00       63.81      99.180      10.807      385.00      34.913      26.743      10.852        0.00 
     383)        383       0.033        0.05       176.1        0.00       63.48      99.180      10.745      386.00      34.907      26.750      10.790        0.00 
     384)        384       0.033        0.04       175.1        0.00       63.07      99.180      10.701      387.00      34.902      26.754      10.746        0.00 
     385)        385       0.034        0.03       174.6        0.00       62.78      99.160      10.632      388.00      34.894      26.760      10.677        0.00 
     386)        386       0.033        0.04       174.1        0.00       62.54      99.180      10.595      389.00      34.891      26.764      10.640        0.00 
     387)        387       0.033        0.04       173.7        0.00       62.36      99.180      10.576      390.00      34.888      26.765      10.621        0.00 
     388)        388       0.033        0.02       173.3        0.00       62.16      99.180      10.520      391.00      34.882      26.770      10.565        0.00 
     389)        389       0.033        0.01       173.4        0.00       62.11      99.180      10.466      392.00      34.877      26.776      10.511        0.00 
     390)        390       0.033        0.01       173.5        0.00       62.14      99.180      10.455      393.00      34.876      26.777      10.500        0.00 
     391)        391       0.033        0.02       173.4        0.00       62.10      99.180      10.449      394.00      34.875      26.777      10.494        0.00 
     392)        392       0.033        0.02       173.1        0.00       61.97      99.180      10.433      395.00      34.875      26.779      10.478        0.00 
     393)        393       0.033        0.03       173.0        0.00       61.93      99.170      10.427      396.00      34.874      26.780      10.472        0.00 
     394)        394       0.033        0.05       173.1        0.00       61.92      99.180      10.409      397.00      34.871      26.781      10.454        0.00 
     395)        395       0.033        0.05       172.9        0.00       61.85      99.180      10.391      398.00      34.870      26.784      10.436        0.00 
     396)        396       0.033        0.05       172.7        0.00       61.73      99.180      10.368      399.00      34.868      26.785      10.413        0.00 
     397)        397       0.033        0.04       172.5        0.00       61.64      99.180      10.339      400.00      34.866      26.789      10.384        0.00 
     398)        398       0.033        0.05       172.2        0.00       61.48      99.180      10.310      401.00      34.862      26.791      10.355        0.00 
     399)        399       0.033        0.03       172.0        0.00       61.38      99.180      10.289      402.00      34.860      26.793      10.335        0.00 
     400)        400       0.033        0.04       172.0        0.00       61.36      99.180      10.274      403.00      34.859      26.795      10.320        0.00 
     401)        401       0.033        0.06       172.1        0.00       61.36      99.190      10.256      404.00      34.857      26.796      10.302        0.00 
     402)        402       0.032        0.06       172.1        0.00       61.38      99.200      10.260      405.00      34.859      26.797      10.306        0.00 
     403)        403       0.033        0.03       171.7        0.00       61.23      99.180      10.251      406.00      34.856      26.796      10.297        0.00 
     404)        404       0.033        0.04       171.4        0.00       61.08      99.180      10.216      407.00      34.853      26.800      10.262        0.00 
     405)        405       0.033        0.01       171.2        0.00       60.94      99.190      10.192      408.00      34.849      26.801      10.238        0.00 
     406)        406       0.032        0.00       170.8        0.00       60.77      99.200      10.157      409.00      34.846      26.805      10.203        0.00 
     407)        407       0.033        0.01       170.4        0.00       60.58      99.190      10.117      410.00      34.842      26.809      10.163        0.00 
     408)        408       0.033        0.03       170.4        0.00       60.50      99.180      10.065      411.00      34.836      26.813      10.111        0.00 
     409)        409       0.032        0.01       170.3        0.00       60.45      99.200      10.043      412.00      34.834      26.815      10.089        0.00 
     410)        410       0.032        0.02       169.9        0.00       60.26      99.210      10.029      413.00      34.833      26.817      10.075        0.00 
     411)        411       0.032        0.02       169.3        0.00       60.03      99.190      10.009      414.00      34.832      26.819      10.055        0.00 
     412)        412       0.033        0.06       168.9        0.00       59.88      99.180       9.987      415.00      34.829      26.821      10.033        0.00 
     413)        413       0.033        0.06       168.9        0.00       59.84      99.180       9.959      416.00      34.827      26.824      10.005        0.00 
     414)        414       0.032        0.04       169.2        0.00       59.90      99.190       9.938      417.00      34.824      26.825       9.984        0.00 
     415)        415       0.032        0.05       169.3        0.00       59.93      99.210       9.921      418.00      34.822      26.827       9.967        0.00 
     416)        416       0.032        0.06       169.1        0.00       59.80      99.200       9.892      419.00      34.818      26.828       9.939        0.00 
     417)        417       0.032        0.06       168.6        0.00       59.60      99.200       9.857      420.00      34.815      26.832       9.904        0.00 
     418)        418       0.033        0.05       168.4        0.00       59.48      99.190       9.843      421.00      34.814      26.833       9.890        0.00 
     419)        419       0.033        0.04       168.1        0.00       59.36      99.190       9.830      422.00      34.813      26.835       9.877        0.00 
     420)        420       0.033        0.02       168.0        0.00       59.34      99.190       9.825      423.00      34.812      26.835       9.872        0.00 
     421)        421       0.032        0.03       168.1        0.00       59.35      99.200       9.821      424.00      34.812      26.836       9.868        0.00 
     422)        422       0.032        0.04       168.0        0.00       59.33      99.200       9.817      425.00      34.811      26.836       9.864        0.00 
     423)        423       0.032        0.05       168.0        0.00       59.31      99.200       9.805      426.00      34.810      26.837       9.852        0.00 
     424)        424       0.032        0.05       168.0        0.00       59.27      99.200       9.784      427.00      34.808      26.839       9.831        0.00 
     425)        425       0.033        0.05       167.7        0.00       59.17      99.190       9.771      428.00      34.807      26.840       9.818        0.00 
     426)        426       0.033        0.07       167.6        0.00       59.12      99.180       9.763      429.00      34.806      26.841       9.810        0.00 
     427)        427       0.032        0.08       167.3        0.00       59.00      99.200       9.748      430.00      34.805      26.843       9.795        0.00 
     428)        428       0.032        0.07       167.4        0.00       59.02      99.210       9.733      431.00      34.803      26.844       9.780        0.00 
     429)        429       0.032        0.08       167.5        0.00       59.00      99.210       9.706      432.00      34.800      26.846       9.754        0.00 
     430)        430       0.032        0.06       167.4        0.00       58.97      99.200       9.695      433.00      34.799      26.847       9.743        0.00 
     431)        431       0.032        0.06       167.3        0.00       58.90      99.200       9.685      434.00      34.798      26.848       9.733        0.00 
     432)        432       0.033        0.05       167.0        0.00       58.77      99.190       9.675      435.00      34.796      26.848       9.723        0.00 
     433)        433       0.033        0.03       166.7        0.00       58.65      99.180       9.647      436.00      34.793      26.850       9.695        0.00 
     434)        434       0.032        0.05       166.6        0.00       58.56      99.200       9.605      437.00      34.789      26.854       9.653        0.00 
     435)        435       0.032        0.06       166.6        0.00       58.47      99.200       9.552      438.00      34.784      26.859       9.600        0.00 
     436)        436       0.032        0.03       166.4        0.00       58.41      99.200       9.541      439.00      34.783      26.860       9.589        0.00 
     437)        437       0.033        0.06       165.9        0.00       58.20      99.180       9.516      440.00      34.780      26.862       9.564        0.00 
     438)        438       0.032        0.07       165.2        0.00       57.92      99.210       9.489      441.00      34.778      26.865       9.537        0.00 
     439)        439       0.032        0.07       165.1        0.00       57.81      99.210       9.450      442.00      34.774      26.868       9.498        0.00 
     440)        440       0.032        0.07       165.2        0.00       57.83      99.210       9.423      443.00      34.772      26.871       9.471        0.00 
     441)        441       0.032        0.07       165.2        0.00       57.80      99.210       9.414      444.00      34.771      26.872       9.462        0.00 
     442)        442       0.032        0.06       165.0        0.00       57.73      99.210       9.411      445.00      34.770      26.871       9.459        0.00 
     443)        443       0.032        0.05       165.0        0.00       57.72      99.210       9.388      446.00      34.768      26.874       9.436        0.00 
     444)        444       0.032        0.06       165.0        0.00       57.70      99.210       9.386      447.00      34.769      26.875       9.434        0.00 
     445)        445       0.032        0.05       164.9        0.00       57.66      99.200       9.380      448.00      34.768      26.875       9.428        0.00 
     446)        446       0.032        0.06       164.7        0.00       57.60      99.210       9.375      449.00      34.768      26.876       9.423        0.00 
     447)        447       0.032        0.07       164.8        0.00       57.61      99.210       9.371      450.00      34.768      26.876       9.420        0.00 
     448)        448       0.032        0.09       164.7        0.00       57.58      99.210       9.371      451.00      34.768      26.876       9.420        0.00 
     449)        449       0.032        0.10       164.6        0.00       57.56      99.210       9.366      452.00      34.767      26.876       9.415        0.00 
     450)        450       0.032        0.08       164.6        0.00       57.55      99.210       9.360      453.00      34.767      26.877       9.409        0.00 
     451)        451       0.032        0.06       164.6        0.00       57.54      99.210       9.354      454.00      34.766      26.877       9.403        0.00 
     452)        452       0.032        0.06       164.4        0.00       57.44      99.210       9.345      455.00      34.765      26.878       9.394        0.00 
     453)        453       0.032        0.07       164.2        0.00       57.35      99.210       9.335      456.00      34.764      26.879       9.384        0.00 
     454)        454       0.032        0.06       163.5        0.00       57.08      99.210       9.294      457.00      34.760      26.883       9.343        0.00 
     455)        455       0.032        0.07       163.4        0.00       56.92      99.210       9.213      458.00      34.752      26.890       9.262        0.00 
     456)        456       0.032        0.09       163.3        0.00       56.85      99.210       9.174      459.00      34.747      26.892       9.223        0.00 
     457)        457       0.032        0.08       163.8        0.00       56.96      99.210       9.142      460.00      34.744      26.895       9.191        0.00 
     458)        458       0.031        0.06       163.9        0.00       56.98      99.230       9.128      461.00      34.742      26.896       9.177        0.00 
     459)        459       0.032        0.07       163.7        0.00       56.92      99.210       9.118      462.00      34.741      26.896       9.167        0.00 
     460)        460       0.032        0.08       163.6        0.00       56.85      99.210       9.104      463.00      34.740      26.898       9.153        0.00 
     461)        461       0.032        0.06       163.6        0.00       56.81      99.210       9.077      464.00      34.737      26.900       9.126        0.00 
     462)        462       0.032        0.07       163.7        0.00       56.83      99.210       9.051      465.00      34.735      26.903       9.100        0.00 
     463)        463       0.032        0.07       164.0        0.00       56.91      99.210       9.035      466.00      34.733      26.904       9.084        0.00 
     464)        464       0.031        0.06       163.9        0.00       56.87      99.230       9.027      467.00      34.732      26.904       9.076        0.00 
     465)        465       0.031        0.03       163.6        0.00       56.75      99.220       9.011      468.00      34.730      26.905       9.061        0.00 
     466)        466       0.032        0.01       163.5        0.00       56.68      99.220       8.983      469.00      34.727      26.907       9.033        0.00 
