    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
   1355.000    13.1583    12.9566    38.4866    29.1061    3.73555    162.087     1.1635     0.1562     0.0000    -1.6296     4.6215    93.5182     0.0670
   1356.000    13.1581    12.9561    38.4868    29.1061    3.73231    161.946     1.1635     0.1562     0.0000    -1.6296     4.6215    93.5182     0.0670
   1357.000    13.1580    12.9561    38.4864    29.1060    3.73231    161.946     1.1635     0.1562     0.0000    -1.6296     4.6215    93.5182     0.0670
   1358.000    13.1579    12.9557    38.4861    29.1060    3.73231    161.946     1.1646     0.1566     0.0000    -1.6296     4.6215    93.5182     0.0670
   1359.000    13.1576    12.9553    38.4859    29.1060    3.73188    161.928     1.1664     0.1573     0.0000    -1.6296     4.6215    93.5182     0.0670
   1360.000    13.1573    12.9548    38.4861    29.1060    3.73188    161.928     1.1715     0.1594     0.0000    -1.6296     4.6216    93.5193     0.0670
   1361.000    13.1570    12.9544    38.4861    29.1060    3.72880    161.794     1.1739     0.1604     0.0000    -1.6296     4.6216    93.5194     0.0670
   1362.000    13.1569    12.9541    38.4859    29.1060    3.72880    161.794     1.1739     0.1604     0.0000    -1.6296     4.6216    93.5195     0.0670
   1363.000    13.1567    12.9538    38.4856    29.1059    3.72880    161.794     1.1739     0.1604     0.0000    -1.6296     4.6216    93.5206     0.0670
   1364.000    13.1565    12.9534    38.4856    29.1059    3.72859    161.785     1.1634     0.1561     0.0000    -1.6296     4.6217    93.5216     0.0670
   1365.000    13.1562    12.9530    38.4854    29.1059    3.72859    161.785     1.1613     0.1553     0.0000    -1.6296     4.6217    93.5216     0.0670
   1366.000    13.1557    12.9523    38.4857    29.1059    3.72859    161.785     1.1556     0.1531     0.0000    -1.6296     4.6217    93.5216     0.0670
   1367.000    13.1557    12.9521    38.4855    29.1059    3.72599    161.672     1.1555     0.1531     0.0000    -1.6296     4.6216    93.5206     0.0670
   1368.000    13.1556    12.9519    38.4849    29.1059    3.72599    161.672     1.1555     0.1531     0.0000    -1.6296     4.6216    93.5205     0.0670
   1369.000    13.1551    12.9512    38.4850    29.1059    3.72599    161.672     1.1515     0.1515     0.0000    -1.6296     4.6216    93.5205     0.0670
   1370.000    13.1549    12.9509    38.4848    29.1059    3.73352    161.999     1.1515     0.1515     0.0000    -1.6296     4.6217    93.5220     0.0670
   1371.000    13.1545    12.9503    38.4850    29.1059    3.74007    162.283     1.1515     0.1515     0.0000    -1.6296     4.6216    93.5205     0.0670
   1372.000    13.1542    12.9498    38.4853    29.1059    3.74152    162.346     1.1515     0.1515     0.0000    -1.6296     4.6216    93.5207     0.0670
   1373.000    13.1541    12.9497    38.4844    29.1061    3.74245    162.386     1.1515     0.1515     0.0000    -1.6296     4.6216    93.5207     0.0670
   1374.000    13.1540    12.9494    38.4843    29.1061    3.74384    162.447     1.1630     0.1560     0.0000    -1.6296     4.6216    93.5193     0.0670
   1375.000    13.1534    12.9486    38.4845    29.1059    3.74384    162.447     1.1650     0.1568     0.0000    -1.6296     4.6216    93.5193     0.0670
   1376.000    13.1532    12.9482    38.4847    29.1061    3.74384    162.447     1.1650     0.1568     0.0000    -1.6296     4.6216    93.5207     0.0670
   1377.000    13.1531    12.9481    38.4841    29.1061    3.74132    162.338     1.1650     0.1568     0.0000    -1.6296     4.6216    93.5194     0.0670
   1378.000    13.1528    12.9476    38.4843    29.1062    3.74132    162.338     1.1616     0.1555     0.0000    -1.6296     4.6216    93.5205     0.0670
   1379.000    13.1527    12.9473    38.4841    29.1061    3.74132    162.338     1.1613     0.1554     0.0000    -1.6296     4.6216    93.5205     0.0670
   1380.000    13.1524    12.9469    38.4843    29.1061    3.74199    162.366     1.1605     0.1550     0.0000    -1.6296     4.6216    93.5205     0.0670
   1381.000    13.1523    12.9466    38.4840    29.1061    3.74199    162.366     1.1570     0.1536     0.0000    -1.6296     4.6216    93.5205     0.0670
   1382.000    13.1521    12.9462    38.4839    29.1061    3.74372    162.442     1.1570     0.1536     0.0000    -1.6296     4.6216    93.5205     0.0670
   1383.000    13.1521    12.9459    38.4843    29.1061    3.74372    162.442     1.1561     0.1533     0.0000    -1.6296     4.6216    93.5207     0.0670
   1384.000    13.1519    12.9459    38.4836    29.1063    3.74372    162.442     1.1557     0.1531     0.0000    -1.6296     4.6216    93.5207     0.0670
   1385.000    13.1517    12.9454    38.4839    29.1063    3.74372    162.442     1.1557     0.1531     0.0000    -1.6296     4.6216    93.5205     0.0670
   1386.000    13.1517    12.9452    38.4839    29.1063    3.74372    162.442     1.1516     0.1515     0.0000    -1.6296     4.6216    93.5195     0.0670
   1387.000    13.1516    12.9450    38.4833    29.1063    3.74761    162.611     1.1516     0.1515     0.0000    -1.6296     4.6216    93.5195     0.0670
   1388.000    13.1513    12.9444    38.4838    29.1063    3.74761    162.611     1.1516     0.1515     0.0000    -1.6296     4.6216    93.5195     0.0670
   1389.000    13.1511    12.9442    38.4832    29.1060    3.74761    162.611     1.1531     0.1521     0.0000    -1.6296     4.6216    93.5195     0.0670
   1390.000    13.1510    12.9439    38.4835    29.1062    3.75228    162.813     1.1618     0.1555     0.0000    -1.6296     4.6216    93.5195     0.0670
   1391.000    13.1508    12.9437    38.4828    29.1060    3.75228    162.813     1.1618     0.1555     0.0000    -1.6296     4.6216    93.5194     0.0670
   1392.000    13.1505    12.9431    38.4832    29.1059    3.75228    162.813     1.1618     0.1555     0.0000    -1.6296     4.6215    93.5183     0.0670
   1393.000    13.1503    12.9428    38.4828    29.1059    3.75228    162.813     1.1559     0.1532     0.0000    -1.6296     4.6215    93.5183     0.0670
   1394.000    13.1502    12.9425    38.4826    29.1059    3.75228    162.813     1.1559     0.1532     0.0000    -1.6296     4.6215    93.5183     0.0670
   1395.000    13.1498    12.9420    38.4828    29.1059    3.75751    163.040     1.1559     0.1532     0.0000    -1.6296     4.6215    93.5183     0.0670
   1396.000    13.1497    12.9417    38.4824    29.1061    3.75751    163.040     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5195     0.0670
   1397.000    13.1492    12.9410    38.4825    29.1061    3.75751    163.040     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5204     0.0670
   1398.000    13.1490    12.9407    38.4825    29.1060    3.75626    162.986     1.1582     0.1541     0.0000    -1.6296     4.6216    93.5205     0.0670
   1399.000    13.1490    12.9405    38.4821    29.1060    3.75557    162.956     1.1584     0.1542     0.0000    -1.6296     4.6216    93.5205     0.0670
   1400.000    13.1487    12.9401    38.4821    29.1060    3.75189    162.796     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5195     0.0670
   1401.000    13.1484    12.9396    38.4820    29.1060    3.74429    162.466     1.1572     0.1537     0.0000    -1.6296     4.6216    93.5194     0.0670
   1402.000    13.1481    12.9392    38.4819    29.1061    3.74429    162.466     1.1572     0.1537     0.0000    -1.6296     4.6216    93.5194     0.0670
   1403.000    13.1479    12.9386    38.4825    29.1061    3.74429    162.466     1.1572     0.1537     0.0000    -1.6296     4.6216    93.5193     0.0670
   1404.000    13.1477    12.9385    38.4821    29.1063    3.74667    162.570     1.1572     0.1537     0.0000    -1.6296     4.6215    93.5182     0.0670
   1405.000    13.1477    12.9385    38.4815    29.1063    3.75105    162.760     1.1568     0.1535     0.0000    -1.6296     4.6216    93.5193     0.0670
   1406.000    13.1474    12.9379    38.4819    29.1061    3.75105    162.760     1.1583     0.1541     0.0000    -1.6296     4.6216    93.5193     0.0670
   1407.000    13.1474    12.9377    38.4816    29.1061    3.75105    162.760     1.1603     0.1549     0.0000    -1.6296     4.6216    93.5209     0.0670
   1408.000    13.1473    12.9375    38.4814    29.1063    3.74569    162.527     1.1603     0.1550     0.0000    -1.6296     4.6216    93.5209     0.0670
   1409.000    13.1468    12.9368    38.4817    29.1063    3.74520    162.506     1.1603     0.1550     0.0000    -1.6296     4.6216    93.5209     0.0670
   1410.000    13.1468    12.9366    38.4816    29.1064    3.74520    162.506     1.1603     0.1550     0.0000    -1.6296     4.6217    93.5216     0.0670
   1411.000    13.1467    12.9364    38.4817    29.1064    3.74569    162.527     1.1574     0.1538     0.0000    -1.6296     4.6216    93.5206     0.0670
   1412.000    13.1466    12.9361    38.4816    29.1064    3.75047    162.735     1.1565     0.1534     0.0000    -1.6296     4.6216    93.5204     0.0670
   1413.000    13.1466    12.9360    38.4814    29.1064    3.75133    162.772     1.1565     0.1534     0.0000    -1.6296     4.6216    93.5206     0.0670
   1414.000    13.1466    12.9357    38.4815    29.1064    3.75133    162.772     1.1556     0.1531     0.0000    -1.6296     4.6216    93.5206     0.0670
   1415.000    13.1465    12.9357    38.4811    29.1064    3.75133    162.772     1.1565     0.1534     0.0000    -1.6296     4.6216    93.5206     0.0670
   1416.000    13.1463    12.9352    38.4816    29.1065    3.74699    162.584     1.1578     0.1540     0.0000    -1.6296     4.6216    93.5195     0.0670
   1417.000    13.1463    12.9351    38.4814    29.1066    3.74699    162.584     1.1601     0.1548     0.0000    -1.6296     4.6217    93.5216     0.0670
   1418.000    13.1462    12.9348    38.4815    29.1066    3.74699    162.584     1.1601     0.1549     0.0000    -1.6296     4.6216    93.5205     0.0670
   1419.000    13.1462    12.9347    38.4815    29.1066    3.74978    162.705     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5216     0.0670
   1420.000    13.1462    12.9346    38.4817    29.1066    3.75062    162.741     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5216     0.0670
   1421.000    13.1462    12.9345    38.4810    29.1066    3.75062    162.741     1.1599     0.1548     0.0000    -1.6296     4.6217    93.5218     0.0670
   1422.000    13.1462    12.9342    38.4813    29.1065    3.75062    162.741     1.1599     0.1548     0.0000    -1.6296     4.6217    93.5219     0.0670
   1423.000    13.1462    12.9340    38.4811    29.1065    3.75062    162.741     1.1599     0.1548     0.0000    -1.6296     4.6217    93.5227     0.0669
   1424.000    13.1462    12.9339    38.4811    29.1066    3.75062    162.741     1.1617     0.1555     0.0000    -1.6296     4.6218    93.5239     0.0669
   1425.000    13.1460    12.9335    38.4812    29.1065    3.75101    162.758     1.1617     0.1555     0.0000    -1.6296     4.6218    93.5239     0.0669
   1426.000    13.1460    12.9333    38.4812    29.1067    3.75677    163.008     1.1651     0.1568     0.0000    -1.6296     4.6218    93.5239     0.0669
   1427.000    13.1459    12.9332    38.4809    29.1067    3.75800    163.061     1.1656     0.1570     0.0000    -1.6296     4.6217    93.5229     0.0669
   1428.000    13.1459    12.9330    38.4811    29.1066    3.75855    163.085     1.1657     0.1570     0.0000    -1.6296     4.6217    93.5229     0.0669
   1429.000    13.1459    12.9328    38.4809    29.1066    3.75855    163.085     1.1656     0.1570     0.0000    -1.6296     4.6217    93.5229     0.0669
   1430.000    13.1459    12.9327    38.4806    29.1066    3.75800    163.061     1.1656     0.1570     0.0000    -1.6296     4.6218    93.5242     0.0669
   1431.000    13.1457    12.9323    38.4808    29.1066    3.75800    163.061     1.1615     0.1554     0.0000    -1.6296     4.6218    93.5253     0.0669
   1432.000    13.1456    12.9320    38.4808    29.1066    3.75805    163.064     1.1615     0.1554     0.0000    -1.6296     4.6218    93.5253     0.0669
   1433.000    13.1455    12.9318    38.4808    29.1067    3.75795    163.059     1.1615     0.1554     0.0000    -1.6296     4.6218    93.5253     0.0669
   1434.000    13.1455    12.9315    38.4809    29.1067    3.75692    163.015     1.1669     0.1576     0.0000    -1.6296     4.6218    93.5253     0.0669
   1435.000    13.1455    12.9315    38.4807    29.1067    3.75622    162.984     1.1669     0.1576     0.0000    -1.6296     4.6218    93.5253     0.0669
   1436.000    13.1454    12.9313    38.4805    29.1067    3.74727    162.596     1.1670     0.1576     0.0000    -1.6296     4.6218    93.5250     0.0669
   1437.000    13.1454    12.9309    38.4808    29.1067    3.74727    162.596     1.1682     0.1581     0.0000    -1.6296     4.6217    93.5232     0.0669
   1438.000    13.1453    12.9308    38.4805    29.1067    3.74727    162.596     1.1669     0.1576     0.0000    -1.6296     4.6217    93.5232     0.0669
   1439.000    13.1452    12.9307    38.4803    29.1067    3.74727    162.596     1.1629     0.1560     0.0000    -1.6296     4.6217    93.5232     0.0669
   1440.000    13.1451    12.9303    38.4805    29.1067    3.74727    162.596     1.1629     0.1560     0.0000    -1.6296     4.6217    93.5230     0.0669
   1441.000    13.1450    12.9300    38.4805    29.1067    3.74994    162.712     1.1628     0.1559     0.0000    -1.6296     4.6217    93.5218     0.0670
   1442.000    13.1450    12.9299    38.4803    29.1067    3.74994    162.712     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5224     0.0669
   1443.000    13.1449    12.9296    38.4801    29.1067    3.75232    162.815     1.1555     0.1531     0.0000    -1.6296     4.6217    93.5224     0.0669
   1444.000    13.1447    12.9293    38.4802    29.1067    3.75863    163.089     1.1555     0.1531     0.0000    -1.6296     4.6217    93.5220     0.0670
   1445.000    13.1447    12.9289    38.4802    29.1067    3.75863    163.089     1.1553     0.1529     0.0000    -1.6296     4.6217    93.5224     0.0669
   1446.000    13.1445    12.9288    38.4804    29.1067    3.76114    163.198     1.1555     0.1531     0.0000    -1.6296     4.6217    93.5228     0.0669
   1447.000    13.1444    12.9286    38.4797    29.1067    3.76114    163.198     1.1579     0.1540     0.0000    -1.6296     4.6217    93.5230     0.0669
   1448.000    13.1443    12.9283    38.4796    29.1067    3.76114    163.198     1.1669     0.1576     0.0000    -1.6296     4.6218    93.5247     0.0669
   1449.000    13.1441    12.9279    38.4797    29.1065    3.76114    163.198     1.1669     0.1576     0.0000    -1.6296     4.6218    93.5247     0.0669
   1450.000    13.1440    12.9276    38.4798    29.1067    3.76114    163.198     1.1669     0.1576     0.0000    -1.6296     4.6218    93.5247     0.0669
