serialnumber,cruise_number,day,month,year,latitude,longitude,ctd,depth,peri,but,fuco,viola,hex,diad,allo,zea,tchlb,chla,tchla,pico_chla,nano_chla,micro_chla,wdp,micro,nano,pico,date,monthabb,season,ze,z_ze
67,8,25,2,2002,43.381,7.885,1,130,0.034,0.02,0.044,0.004,0.085,0.015,0.013,0.012,0.076,0.319,0.319,0.0869,0.1224,0.1097,0.34848,0.2867309458218549,0.6059171258034894,0.2024793388429752,2002-02-25,Feb,Winter,40.781089116575664,3.19
68,8,25,2,2002,43.381,7.885,1,110,0.066,0.056,0.099,0.018,0.277,0.04,0.042,0.027,0.256,0.891,0.891,0.2756,0.3879,0.2275,1.00153,0.21483130809860915,0.6759557876449033,0.21707787085758787,2002-02-25,Feb,Winter,40.781089116575664,2.7
69,8,25,2,2002,43.381,7.885,1,70,0.058,0.055,0.098,0.021,0.259,0.039,0.04,0.027,0.249,0.853,0.853,0.2703,0.3662,0.2164,0.9570000000000001,0.21550679205851622,0.6679101358411703,0.22213166144200625,2002-02-25,Feb,Winter,40.781089116575664,1.72
70,8,25,2,2002,43.381,7.885,1,50,0.063,0.059,0.102,0.024,0.276,0.041,0.044,0.027,0.264,0.882,0.882,0.2779,0.3811,0.223,1.02051,0.21271717082635153,0.6743099038715936,0.2184495987300467,2002-02-25,Feb,Winter,40.781089116575664,1.23
71,8,25,2,2002,43.381,7.885,1,40,0.051,0.049,0.081,0.022,0.232,0.036,0.036,0.027,0.246,0.785,0.785,0.2696,0.3308,0.1847,0.8664099999999999,0.1999976916240579,0.6614651262104546,0.2429681097863598,2002-02-25,Feb,Winter,40.781089116575664,0.98
72,8,25,2,2002,43.381,7.885,1,30,0.058,0.048,0.07,0.025,0.248,0.042,0.037,0.027,0.254,0.815,0.815,0.28,0.3543,0.1807,0.88291,0.18411842656669428,0.6807488872025461,0.244679525659467,2002-02-25,Feb,Winter,40.781089116575664,0.74
73,8,25,2,2002,43.381,7.885,1,20,0.129,0.067,0.121,0.046,0.367,0.11,0.072,0.047,0.317,1.34,1.34,0.3878,0.573,0.3791,1.42212,0.2161842882457177,0.6807512727477286,0.2037099541529547,2002-02-25,Feb,Winter,40.781089116575664,0.49
74,8,25,2,2002,43.381,7.885,1,5,0.134,0.061,0.103,0.045,0.332,0.146,0.085,0.047,0.263,1.226,1.226,0.3308,0.534,0.3612,1.37846,0.2059979977656225,0.7048010098225557,0.1831319008168536,2002-02-25,Feb,Winter,40.781089116575664,0.12
75,9,22,3,2002,43.362,7.902,-9,5,0,0.018,0.047,0,0.149,0.019,0.045,0.12,0.023,0.699,0.699,0.2128,0.3746,0.1116,0.6716300000000001,0.10916724982505246,0.6839331179369592,0.29342048449294994,2002-03-22,Mar,Spring,178.61238863660924,0.03
76,9,22,3,2002,43.37116666666667,7.9093,-9,5,0,0.017,0.049,0,0.15,0.016,0.06,0.112,0.022,0.76,0.76,0.2145,0.4205,0.125,0.7340800000000001,0.10413034001743679,0.7244986922406277,0.25106255448997383,2002-03-22,Mar,Spring,178.61238863660924,0.03
77,9,22,3,2002,43.367,7.902,1,10,0,0.016,0.051,0,0.145,0.028,0.078,0.105,0.026,0.875,0.875,0.24,0.487,0.148,0.80917,0.09832297292287158,0.7534510671428748,0.21811238676668684,2002-03-22,Mar,Spring,178.61238863660924,0.06
78,9,22,3,2002,43.365,7.902,2,10,0,0.027,0.076,0,0.225,0.048,0.075,0.118,0.026,0.898,0.898,0.1995,0.5312,0.1673,0.95422,0.1242480769633837,0.7621827251577205,0.2055291232629792,2002-03-22,Mar,Spring,178.61238863660924,0.06
79,9,22,3,2002,43.365,7.902,2,5,0,0.021,0.059,0,0.171,0.046,0.072,0.104,0.022,0.787,0.787,0.19,0.4555,0.1415,0.8227999999999999,0.11186193485658728,0.759880894506563,0.20930967428293634,2002-03-22,Mar,Spring,178.61238863660924,0.03
143,13,20,7,2002,43.367,7.904,1,10,0.02,0.005,0.004,0.001,0.034,0.014,0,0.014,0,0.105,0.105,0.0139,0.052,0.0391,0.08896000000000001,0.27697841726618705,0.6344424460431655,0.2376348920863309,2002-07-20,Jul,Summer,131.77488363574355,0.08
144,13,20,7,2002,43.367,7.904,1,10,0.021,0.005,0.003,0,0.031,0.014,0,0.013,0,0.096,0.096,0.0125,0.0458,0.0377,0.08345,0.28759736369083283,0.6220491312162972,0.235230677052127,2002-07-20,Jul,Summer,131.77488363574355,0.08
145,13,20,7,2002,43.367,7.904,1,5,0.021,0.005,0.003,0,0.033,0.015,0,0.012,0,0.101,0.101,0.0119,0.0502,0.0389,0.08418,0.2851033499643621,0.6525302922309336,0.21525302922309336,2002-07-20,Jul,Summer,131.77488363574355,0.04
146,13,20,7,2002,43.367,7.904,1,5,0.017,0.003,0,0,0.023,0.007,0,0.012,0,0.1,0.1,0.016,0.0469,0.0371,0.06258,0.24992010226909558,0.603867050175775,0.289549376797699,2002-07-20,Jul,Summer,131.77488363574355,0.04
147,13,20,7,2002,43.367,7.904,1,5,0.02,0.004,0,0,0.032,0.022,0,0.014,0,0.087,0.087,0.0127,0.0445,0.0298,0.07946,0.23156305059149257,0.6594512962496853,0.2660458092121822,2002-07-20,Jul,Summer,131.77488363574355,0.04
148,13,20,7,2002,43.368,7.898,2,35,0.045,0.072,0.056,0,0.253,0.022,0,0.009,0.035,0.479,0.479,0.0388,0.312,0.1282,0.5233,0.24605388878272505,0.8703802789986623,0.07211924326390216,2002-07-20,Jul,Summer,131.77488363574355,0.27
149,13,20,7,2002,43.368,7.898,2,35,0.05,0.071,0.057,0,0.252,0.024,0.003,0.009,0.038,0.505,0.505,0.0428,0.322,0.1401,0.5437900000000001,0.2481104838264771,0.8594126409091744,0.07320840765736772,2002-07-20,Jul,Summer,131.77488363574355,0.27
150,13,20,7,2002,43.368,7.898,2,35,0.049,0.076,0.059,0,0.264,0.024,0.003,0.008,0.036,0.513,0.513,0.0397,0.3336,0.1397,0.56164,0.24414215511715687,0.8734420625311587,0.06573605868527882,2002-07-20,Jul,Summer,131.77488363574355,0.27
151,13,20,7,2002,43.368,7.898,2,35,0.054,0.063,0.051,0,0.234,0.022,0,0.008,0.034,0.476,0.476,0.0386,0.2988,0.1386,0.49112,0.2631536080794918,0.8503013520117283,0.07236520605961884,2002-07-20,Jul,Summer,131.77488363574355,0.27
152,13,20,7,2002,43.368,7.898,2,35,0.052,0.07,0.055,0,0.239,0.023,0,0.008,0.034,0.47,0.47,0.0372,0.2964,0.1363,0.50826,0.2629362924487467,0.8505292566796521,0.0699248416164955,2002-07-20,Jul,Summer,131.77488363574355,0.27
153,13,20,7,2002,43.368,7.898,2,35,0.05,0.073,0.058,0,0.253,0.023,0,0.009,0.036,0.482,0.482,0.0391,0.3078,0.1351,0.53273,0.25618981472791097,0.856888104668406,0.07213785594954292,2002-07-20,Jul,Summer,131.77488363574355,0.27
154,13,20,7,2002,43.368,7.898,2,10,0.031,0.008,0.005,0.001,0.043,0.016,0,0.017,0,0.143,0.143,0.017,0.0669,0.0591,0.11831,0.30699011072605864,0.6177837883526329,0.21697236074718962,2002-07-20,Jul,Summer,131.77488363574355,0.08
155,13,20,7,2002,43.368,7.898,2,10,0.033,0.008,0.005,0.001,0.047,0.014,0,0.018,0,0.156,0.156,0.0184,0.0741,0.0635,0.12614,0.3025210084033613,0.6273188520691296,0.2154748691929602,2002-07-20,Jul,Summer,131.77488363574355,0.08
156,13,20,7,2002,43.368,7.898,2,10,0.033,0.008,0.005,0.001,0.044,0.017,0,0.017,0,0.142,0.142,0.0164,0.0657,0.06,0.12127,0.31466974519666857,0.6151562628844727,0.2116764245072978,2002-07-20,Jul,Summer,131.77488363574355,0.08
157,13,20,7,2002,43.368,7.898,2,5,0.015,0.004,0.003,0,0.027,0.008,0,0.012,0,0.091,0.091,0.0132,0.0455,0.0324,0.07092,0.26057529610829105,0.6324027072758037,0.25549915397631134,2002-07-20,Jul,Summer,131.77488363574355,0.04
158,13,20,7,2002,43.368,7.898,2,5,0.018,0.005,0.004,0,0.034,0.011,0,0.014,0,0.103,0.103,0.0141,0.0526,0.0363,0.08712,0.26170798898071623,0.647842056932966,0.242653810835629,2002-07-20,Jul,Summer,131.77488363574355,0.04
159,13,20,7,2002,43.368,7.898,2,5,0.014,0.004,0.003,0,0.026,0.01,0,0.015,0.006,0.098,0.098,0.024,0.0436,0.0304,0.07755000000000001,0.22643455834945192,0.5588652482269503,0.34545454545454546,2002-07-20,Jul,Summer,131.77488363574355,0.04
176,14,2,9,2002,43.364,7.895,1,40,0.02,0.037,0.013,0.003,0.139,0.014,0.005,0.052,0.052,0.351,0.377,0.109,0.2158,0.0522,0.37050000000000005,0.10439946018893385,0.733144399460189,0.3087719298245613,2002-09-02,Sep,Fall,132.77570872980826,0.3
177,14,2,9,2002,43.364,7.895,1,40,0.017,0.05,0.022,0.005,0.167,0.015,0.006,0.062,0.054,0.385,0.43,0.1171,0.2532,0.0597,0.44768,0.1115975696926376,0.741534131522516,0.2923516797712652,2002-09-02,Sep,Fall,132.77570872980826,0.3
178,14,2,9,2002,43.364,7.895,1,10,0,0.006,0.009,0.002,0.032,0.01,0,0.04,0,0.094,0.103,0.0394,0.049,0.0146,0.1164,0.12061855670103092,0.4676975945017182,0.5189003436426117,2002-09-02,Sep,Fall,132.77570872980826,0.08
179,14,2,9,2002,43.364,7.895,1,10,0,0.007,0.009,0.002,0.033,0.011,0,0.039,0,0.1,0.11,0.0407,0.053900000000000003,0.0154,0.11703,0.11996923865675467,0.4867982568572161,0.5032043065880544,2002-09-02,Sep,Fall,132.77570872980826,0.08
180,14,2,9,2002,43.364,7.895,1,5,0,0.006,0.01,0.002,0.032,0.01,0,0.038,0,0.102,0.102,0.0372,0.0487,0.0161,0.11494000000000001,0.13572298590568993,0.473638420045241,0.499216982773621,2002-09-02,Sep,Fall,132.77570872980826,0.04
181,14,2,9,2002,43.364,7.895,1,5,0,0.006,0.011,0.002,0.035,0.013,0,0.039,0,0.11,0.11,0.0386,0.0536,0.0178,0.12137,0.14138584493696957,0.48586965477465605,0.48521051330641835,2002-09-02,Sep,Fall,132.77570872980826,0.04
246,19,7,2,2003,43.365,7.903,1,10,0.121,0.163,0.332,0.022,0.444,0.18,0.141,0.101,0.27,2.046,2.102,0.4436,0.8704,0.788,2.30839,0.2725882541511616,0.6556517746134751,0.1467732922079891,2003-02-07,Feb,Winter,29.90150684239219,0.33
247,19,7,2,2003,43.365,7.903,1,10,0.123,0.154,0.304,0.033,0.431,0.186,0.141,0.095,0.292,2.055,2.112,0.4779,0.8702,0.7639,2.24893,0.26119087743949343,0.6601761726687803,0.15337516063194495,2003-02-07,Feb,Winter,29.90150684239219,0.33
248,19,7,2,2003,43.365,7.903,1,10,0.119,0.153,0.311,0.031,0.424,0.189,0.137,0.107,0.264,2.138,2.196,0.4805,0.9033,0.8123,2.22691,0.26702471137136213,0.6528777543771414,0.154352892573117,2003-02-07,Feb,Winter,29.90150684239219,0.33
249,19,7,2,2003,43.365,7.903,1,5,0.112,0.161,0.342,0.021,0.441,0.183,0.142,0.11,0.258,2.172,2.235,0.4678,0.9241,0.8431,2.3204200000000004,0.27432964721903796,0.6514898164987372,0.1483007386593806,2003-02-07,Feb,Winter,29.90150684239219,0.17
250,19,7,2,2003,43.365,7.903,1,5,0.108,0.159,0.309,0.03,0.449,0.185,0.142,0.092,0.258,2.077,2.123,0.4401,0.9212,0.7617,2.245,0.25897550111358575,0.6778485523385299,0.14117594654788418,2003-02-07,Feb,Winter,29.90150684239219,0.17
251,19,7,2,2003,43.365,7.903,1,5,0.121,0.162,0.338,0.032,0.448,0.189,0.138,0.1,0.3,2.172,2.226,0.4963,0.9039,0.8258,2.3260000000000005,0.274548581255374,0.6466552020636284,0.15391229578675833,2003-02-07,Feb,Winter,29.90150684239219,0.17
257,19,7,2,2003,43.366,7.906,2,60,0.089,0.132,0.296,0.026,0.358,0.183,0.131,0.09,0.195,1.734,1.788,0.3512,0.7418,0.695,1.9784899999999999,0.2747752073551042,0.6590986055021759,0.13669515640715899,2003-02-07,Feb,Winter,29.90150684239219,2.01
258,19,7,2,2003,43.366,7.906,2,60,0.086,0.129,0.281,0.023,0.345,0.163,0.123,0.086,0.197,1.651,1.695,0.3433,0.7008,0.6509,1.8916500000000003,0.27356011947241826,0.657061295694235,0.14050696481907327,2003-02-07,Feb,Winter,29.90150684239219,2.01
259,19,7,2,2003,43.366,7.906,2,50,0.036,0.123,0.323,0.012,0.316,0.069,0.063,0.068,0.207,1.359,1.4,0.2982,0.5375,0.5643,1.5642900000000002,0.3432867307212857,0.5785500131049869,0.15694660197277996,2003-02-07,Feb,Winter,29.90150684239219,1.67
260,19,7,2,2003,43.366,7.906,2,50,0.034,0.124,0.314,0.017,0.321,0.066,0.058,0.072,0.207,1.354,1.394,0.3028,0.5429,0.5483,1.53707,0.33903465684711825,0.5787569856935599,0.1636555264236502,2003-02-07,Feb,Winter,29.90150684239219,1.67
261,19,7,2,2003,43.366,7.906,2,35,0.098,0.13,0.291,0.027,0.351,0.177,0.13,0.087,0.206,1.635,1.685,0.3403,0.6848,0.6598,1.9673500000000002,0.27657508831677124,0.6539812438051186,0.13902457620657227,2003-02-07,Feb,Winter,29.90150684239219,1.17
262,19,7,2,2003,43.366,7.906,2,35,0.096,0.124,0.279,0.023,0.335,0.156,0.118,0.085,0.212,1.651,1.695,0.3591,0.6748,0.6611,1.8662699999999999,0.2805381857930525,0.6423132772857089,0.14715448461369474,2003-02-07,Feb,Winter,29.90150684239219,1.17
263,19,7,2,2003,43.366,7.906,2,20,0.131,0.19,0.383,0.038,0.526,0.155,0.167,0.127,0.329,2.562,2.562,0.5653,1.0688,0.9279,2.7213000000000003,0.26384448609120636,0.6576489177966413,0.15388968507698525,2003-02-07,Feb,Winter,29.90150684239219,0.67
264,19,7,2,2003,43.366,7.906,2,20,0.122,0.186,0.373,0.034,0.502,0.146,0.155,0.11,0.347,2.474,2.474,0.568,1.0153,0.8907,2.59561,0.26742076043781615,0.6517697188714792,0.1562368768805791,2003-02-07,Feb,Winter,29.90150684239219,0.67
265,19,7,2,2003,43.366,7.906,2,5,0.139,0.172,0.355,0.04,0.464,0.255,0.192,0.111,0.261,2.384,2.384,0.4703,1.0015,0.9122,2.6460999999999997,0.25761687011072903,0.679369638335664,0.13140092967008052,2003-02-07,Feb,Winter,29.90150684239219,0.17
266,19,7,2,2003,43.366,7.906,2,5,0.13,0.166,0.326,0.035,0.442,0.218,0.174,0.105,0.267,2.344,2.344,0.4886,0.9826,0.8728,2.4705,0.25426431896377255,0.6767617891115159,0.138749241044323,2003-02-07,Feb,Winter,29.90150684239219,0.17
269,19,8,2,2003,43.366,7.903,3,80,0,0.042,0.135,0,0.087,0.019,0.009,0.022,0.06,0.449,0.449,0.0892,0.1464,0.2134,0.4687,0.44932792831235335,0.46385747813100064,0.15920631534030294,2003-02-08,Feb,Winter,30.941619406097466,2.59
270,19,8,2,2003,43.366,7.903,3,80,0,0.039,0.129,0.003,0.082,0.017,0.01,0.022,0.057,0.417,0.417,0.0835,0.1351,0.1985,0.45341,0.44383670408680886,0.4666857810811407,0.1600097042411945,2003-02-08,Feb,Winter,30.941619406097466,2.59
271,19,8,2,2003,43.366,7.903,3,70,0,0.054,0.179,0.005,0.118,0.025,0.015,0.03,0.076,0.59,0.61,0.1174,0.2036,0.289,0.6362200000000001,0.43890478136493655,0.4798025840118197,0.1536261041778001,2003-02-08,Feb,Winter,30.941619406097466,2.26
272,19,8,2,2003,43.366,7.903,3,70,0,0.053,0.176,0.005,0.114,0.023,0.013,0.029,0.078,0.541,0.554,0.1099,0.1813,0.2629,0.6163099999999999,0.4454900942707404,0.46827083772776695,0.15837808894874336,2003-02-08,Feb,Winter,30.941619406097466,2.26
273,19,8,2,2003,43.366,7.903,3,50,0.022,0.119,0.362,0.011,0.286,0.066,0.053,0.052,0.155,1.323,1.359,0.2319,0.5032,0.6239,1.4665300000000001,0.39887353139724385,0.5507149529842552,0.1264686027561659,2003-02-08,Feb,Winter,30.941619406097466,1.62
274,19,8,2,2003,43.366,7.903,3,50,0.022,0.109,0.339,0.011,0.261,0.061,0.048,0.053,0.156,1.233,1.256,0.2297,0.4506,0.5757,1.3706500000000001,0.40059825630175466,0.5367453398022834,0.1369204392076752,2003-02-08,Feb,Winter,30.941619406097466,1.62
275,19,8,2,2003,43.366,7.903,3,30,0.063,0.154,0.412,0.018,0.403,0.095,0.099,0.071,0.217,1.86,1.918,0.3412,0.7612,0.8156,2.0412600000000003,0.34325857558566764,0.6078647502033057,0.12587323515867646,2003-02-08,Feb,Winter,30.941619406097466,0.97
276,19,8,2,2003,43.366,7.903,3,30,0.067,0.149,0.405,0.016,0.389,0.089,0.095,0.065,0.22,1.824,1.861,0.3346,0.7257,0.8007,1.98705,0.348979643189653,0.6015802320022143,0.12578948692785788,2003-02-08,Feb,Winter,30.941619406097466,0.97
277,19,8,2,2003,43.366,7.903,3,10,0.101,0.156,0.383,0.025,0.404,0.137,0.126,0.085,0.204,1.917,1.988,0.3458,0.7969,0.8454,2.1759099999999996,0.31729253507727806,0.6314415577850189,0.12367699031669509,2003-02-08,Feb,Winter,30.941619406097466,0.32
278,19,8,2,2003,43.366,7.903,3,10,0.11,0.152,0.386,0.026,0.399,0.141,0.124,0.085,0.213,1.894,1.97,0.3501,0.7705,0.8494,2.1758,0.32326500597481383,0.6217161503814689,0.1265373655666881,2003-02-08,Feb,Winter,30.941619406097466,0.32
279,19,8,2,2003,43.366,7.903,3,10,0.095,0.141,0.348,0.019,0.385,0.12,0.114,0.079,0.242,1.919,1.971,0.3988,0.7746,0.7975,2.0387700000000004,0.3091471818792703,0.6240870721072017,0.1404130922075565,2003-02-08,Feb,Winter,30.941619406097466,0.32
280,19,8,2,2003,43.366,7.903,3,5,0.091,0.149,0.364,0.023,0.386,0.142,0.121,0.085,0.217,1.861,1.927,0.3636,0.7651,0.7982,2.09474,0.3110457622425695,0.6280683998968847,0.13275155866599198,2003-02-08,Feb,Winter,30.941619406097466,0.16
281,19,8,2,2003,43.366,7.903,3,5,0.096,0.149,0.366,0.024,0.4,0.148,0.127,0.087,0.202,1.868,1.942,0.3457,0.7888,0.8075,2.1396100000000002,0.30813092105570644,0.63823780969429,0.12654175293628275,2003-02-08,Feb,Winter,30.941619406097466,0.16
282,19,8,2,2003,43.366,7.903,3,5,0.087,0.14,0.33,0.023,0.375,0.129,0.112,0.08,0.229,1.878,1.929,0.391,0.7719,0.7661,1.97405,0.30132975355234165,0.6315189584863605,0.14123755730604595,2003-02-08,Feb,Winter,30.941619406097466,0.16
283,19,8,2,2003,43.366,7.903,4,10,0.144,0.156,0.353,0.035,0.452,0.205,0.167,0.097,0.289,2.255,2.302,0.4787,0.9296,0.8938,2.496,0.2737019230769231,0.658349358974359,0.13857371794871792,2003-02-08,Feb,Winter,30.941619406097466,0.32
284,19,8,2,2003,43.366,7.903,4,10,0.143,0.155,0.348,0.034,0.454,0.208,0.168,0.099,0.283,2.254,2.306,0.4766,0.94,0.8894,2.4921800000000003,0.2706225072025295,0.6620870081615292,0.13833671725156285,2003-02-08,Feb,Winter,30.941619406097466,0.32
285,19,8,2,2003,43.366,7.903,4,10,0.143,0.157,0.357,0.037,0.444,0.206,0.165,0.098,0.283,2.277,2.325,0.4799,0.9308,0.9142,2.48115,0.27748423110251297,0.6539628801160753,0.13834310702698344,2003-02-08,Feb,Winter,30.941619406097466,0.32
286,19,8,2,2003,43.366,7.903,4,5,0.136,0.153,0.324,0.031,0.432,0.22,0.168,0.099,0.276,2.12,2.165,0.4593,0.8872,0.8186,2.41679,0.2609080640022509,0.6681507288593548,0.14065351147596605,2003-02-08,Feb,Winter,30.941619406097466,0.16
287,19,8,2,2003,43.366,7.903,4,5,0.133,0.146,0.311,0.033,0.426,0.212,0.164,0.098,0.256,2.118,2.169,0.4481,0.9026,0.8183,2.34538,0.2590283877239509,0.6734004724181156,0.1384082749916858,2003-02-08,Feb,Winter,30.941619406097466,0.16
288,19,8,2,2003,43.366,7.903,4,5,0.137,0.15,0.325,0.033,0.43,0.218,0.166,0.097,0.27,2.079,2.127,0.4441,0.8706,0.8123,2.3972100000000003,0.26407365228745083,0.6670671322078582,0.13881553973160465,2003-02-08,Feb,Winter,30.941619406097466,0.16
290,21,5,4,2003,43.366,7.9,1,150,0,0.007,0.024,0,0.014,0.003,0.002,0.002,0.006,0.072,0.072,0.0089,0.0245,0.0386,0.07702,0.4861075045442742,0.4918203064139184,0.0929628667878473,2003-04-05,Apr,Spring,38.27167710092142,3.92
291,21,5,4,2003,43.366,7.9,1,138,0,0.04,0.084,0.003,0.08,0.014,0.013,0.01,0.029,0.351,0.351,0.0475,0.1548,0.1486,0.35895,0.3650647722524029,0.6240423457306031,0.09781306588661375,2003-04-05,Apr,Spring,38.27167710092142,3.61
292,21,5,4,2003,43.366,7.9,1,135,0,0.07,0.132,0.006,0.135,0.025,0.023,0.013,0.051,0.592,0.592,0.0809,0.2708,0.2403,0.59374,0.3468184727321723,0.6495267288712231,0.0923299760838077,2003-04-05,Apr,Spring,38.27167710092142,3.53
293,21,5,4,2003,43.366,7.9,1,129,0,0.083,0.158,0.006,0.168,0.031,0.029,0.014,0.061,0.752,0.752,0.0996,0.3512,0.3012,0.7217300000000001,0.3415127540770094,0.6616601776287531,0.08760893963116399,2003-04-05,Apr,Spring,38.27167710092142,3.37
294,21,5,4,2003,43.366,7.9,1,49,0.009,0.144,0.284,0.013,0.292,0.069,0.052,0.024,0.106,1.354,1.354,0.1741,0.6168,0.5632,1.2842200000000001,0.35143511236392516,0.6520689601470152,0.08517232249926025,2003-04-05,Apr,Spring,38.27167710092142,1.28
295,21,5,4,2003,43.366,7.9,1,20,0.009,0.136,0.276,0.013,0.271,0.08,0.051,0.023,0.083,1.308,1.308,0.1461,0.5954,0.5665,1.2178799999999999,0.360331067100207,0.650909777646402,0.07554110421387987,2003-04-05,Apr,Spring,38.27167710092142,0.52
296,21,5,4,2003,43.366,7.9,1,5,0.008,0.114,0.236,0.009,0.229,0.076,0.039,0.022,0.053,1.232,1.232,0.1158,0.5662,0.55,1.00527,0.3735513842052383,0.6458662846797377,0.06942413480955363,2003-04-05,Apr,Spring,38.27167710092142,0.13
297,21,5,4,2003,43.366,7.9,1,5,0.007,0.111,0.225,0.01,0.223,0.07,0.039,0.022,0.053,1.18,1.18,0.1147,0.5471,0.5181,0.9774100000000001,0.36570118987937505,0.6518758760397377,0.07140299362601159,2003-04-05,Apr,Spring,38.27167710092142,0.13
298,21,5,4,2003,43.366,7.9,1,5,0.008,0.112,0.229,0.008,0.223,0.066,0.039,0.02,0.05,1.206,1.206,0.1092,0.5578,0.539,0.9804999999999999,0.3718510963793983,0.650861805201428,0.06598674145843957,2003-04-05,Apr,Spring,38.27167710092142,0.13
300,21,5,4,2003,43.366,7.9,2,170,0,0.065,0.117,0.006,0.128,0.021,0.022,0.013,0.042,0.56,0.56,0.072,0.2665,0.2215,0.54639,0.3340471092077088,0.6683504456523728,0.08896575705997548,2003-04-05,Apr,Spring,38.27167710092142,4.44
301,21,5,4,2003,43.366,7.9,2,160,0.007,0.096,0.169,0.009,0.191,0.033,0.033,0.016,0.065,0.864,0.864,0.11,0.4101,0.3439,0.8093300000000001,0.33370812894616536,0.673062903883459,0.08526806123583704,2003-04-05,Apr,Spring,38.27167710092142,4.18
302,21,5,4,2003,43.366,7.9,2,146,0.01,0.106,0.19,0.01,0.211,0.037,0.037,0.017,0.07,0.971,0.971,0.1193,0.4575,0.3942,0.9016099999999999,0.3389492130743892,0.6702787236166414,0.08204212464369297,2003-04-05,Apr,Spring,38.27167710092142,3.81
303,21,5,4,2003,43.366,7.9,2,131,0.009,0.12,0.212,0.01,0.237,0.042,0.041,0.018,0.076,1.086,1.086,0.1299,0.5175,0.4387,1.00326,0.3378984510495784,0.6748699240476047,0.07936128221996291,2003-04-05,Apr,Spring,38.27167710092142,3.42
304,21,5,4,2003,43.366,7.9,2,100,0.008,0.122,0.203,0.011,0.235,0.042,0.04,0.017,0.072,1.073,1.073,0.125,0.5224,0.4256,0.97903,0.33098066453530534,0.6856684677691184,0.07696393368946815,2003-04-05,Apr,Spring,38.27167710092142,2.61
305,21,5,4,2003,43.366,7.9,2,75,0.01,0.133,0.229,0.011,0.247,0.044,0.04,0.018,0.076,1.122,1.122,0.1272,0.53,0.4648,1.05036,0.3488708633230512,0.6670379679348034,0.07580258197189535,2003-04-05,Apr,Spring,38.27167710092142,1.96
306,21,5,4,2003,43.366,7.9,2,50,0.01,0.138,0.259,0.013,0.279,0.047,0.043,0.021,0.074,1.261,1.261,0.1299,0.5999,0.5311,1.15565,0.3575823129840349,0.6649504607796478,0.07162203089170596,2003-04-05,Apr,Spring,38.27167710092142,1.31
307,21,5,4,2003,43.366,7.9,2,20,0.011,0.127,0.243,0.014,0.267,0.059,0.046,0.024,0.078,1.262,1.262,0.1444,0.5973,0.5203,1.12864,0.34483980720158774,0.6676265239580379,0.0797951516869861,2003-04-05,Apr,Spring,38.27167710092142,0.52
308,21,5,4,2003,43.366,7.9,2,5,0,0.069,0.131,0.006,0.142,0.044,0.028,0.015,0.031,0.718,0.718,0.0705,0.3529,0.2946,0.61222,0.333801574597367,0.6847211786612656,0.07193492535363104,2003-04-05,Apr,Spring,38.27167710092142,0.13
369,23,27,6,2003,43.367,7.902,1,100,0,0.019,0.018,0.001,0.017,0.002,0,0,0.004,0.06,0.06,0.0042,0.0294,0.0264,0.06926,0.40542881894311283,0.6504475887958419,0.03984984117816921,2003-06-27,Jun,Summer,64.76028015438396,1.54
370,23,27,6,2003,43.367,7.902,1,79,0,0.064,0.05,0.005,0.062,0.007,0.002,0.005,0.04,0.234,0.246,0.0505,0.1157,0.0797,0.25747000000000003,0.3029479162620888,0.6544451780789994,0.13652075970015923,2003-06-27,Jun,Summer,64.76028015438396,1.22
371,23,27,6,2003,43.367,7.902,1,59,0.015,0.092,0.054,0.008,0.152,0.016,0.005,0.046,0.08,0.542,0.547,0.1477,0.28,0.1194,0.51078,0.1919417361682133,0.6800579505853792,0.24405810720858293,2003-06-27,Jun,Summer,64.76028015438396,0.91
372,23,27,6,2003,43.367,7.902,1,50,0.018,0.097,0.051,0.007,0.371,0.027,0.007,0.071,0.082,0.741,0.744,0.1426,0.5049,0.0964,0.80797,0.11896481304998946,0.8573956953847296,0.20271792269514957,2003-06-27,Jun,Summer,64.76028015438396,0.77
373,23,27,6,2003,43.367,7.902,1,39,0.03,0.098,0.041,0.004,0.131,0.028,0.004,0.026,0.032,0.429,0.429,0.0655,0.2434,0.12,0.41878000000000004,0.2186350828597354,0.7568890586943025,0.14647308849515256,2003-06-27,Jun,Summer,64.76028015438396,0.6
374,23,27,6,2003,43.367,7.902,1,25,0.029,0.049,0.024,0.002,0.05,0.03,0.003,0.01,0.015,0.243,0.243,0.0319,0.1107,0.1004,0.20995,0.3054060490592999,0.6662538699690402,0.1212193379376042,2003-06-27,Jun,Summer,64.76028015438396,0.39
375,23,27,6,2003,43.367,7.902,1,20,0.02,0.034,0.021,0.002,0.039,0.026,0.002,0.01,0.015,0.193,0.193,0.0318,0.0838,0.0774,0.16457,0.310870754086407,0.6269064835632254,0.15464543963055236,2003-06-27,Jun,Summer,64.76028015438396,0.31
376,23,27,6,2003,43.367,7.902,1,9,0.005,0.011,0.008,0.002,0.017,0.013,0.002,0.016,0.006,0.088,0.088,0.0269,0.0362,0.0249,0.08524000000000001,0.2003754106053496,0.5454012200844673,0.33200375410605343,2003-06-27,Jun,Summer,64.76028015438396,0.14
